speaker_ID,sex,subset,length,origin_path
1841,F,train-clean-100,49920,train-clean-100/1841/150351/1841-150351-0019.flac
1926,F,train-clean-100,49920,train-clean-100/1926/143879/1926-143879-0004.flac
328,F,train-clean-100,49920,train-clean-100/328/129766/328-129766-0070.flac
2989,F,train-clean-100,49920,train-clean-100/2989/138028/2989-138028-0015.flac
3112,F,train-clean-100,50000,train-clean-100/3112/9555/3112-9555-0000.flac
201,M,train-clean-100,50000,train-clean-100/201/122255/201-122255-0008.flac
39,F,train-clean-100,50000,train-clean-100/39/121914/39-121914-0025.flac
5339,F,train-clean-100,50000,train-clean-100/5339/14134/5339-14134-0068.flac
2007,F,train-clean-100,50001,train-clean-100/2007/132570/2007-132570-0009.flac
254,M,train-clean-100,50080,train-clean-100/254/127705/254-127705-0021.flac
2764,F,train-clean-100,50080,train-clean-100/2764/36617/2764-36617-0019.flac
3214,M,train-clean-100,50160,train-clean-100/3214/167602/3214-167602-0028.flac
8465,F,train-clean-100,50160,train-clean-100/8465/246943/8465-246943-0004.flac
6836,M,train-clean-100,50160,train-clean-100/6836/76549/6836-76549-0004.flac
5456,M,train-clean-100,50240,train-clean-100/5456/24741/5456-24741-0005.flac
5192,M,train-clean-100,50240,train-clean-100/5192/19397/5192-19397-0058.flac
2159,M,train-clean-100,50240,train-clean-100/2159/179156/2159-179156-0031.flac
4014,M,train-clean-100,50320,train-clean-100/4014/186183/4014-186183-0011.flac
78,M,train-clean-100,50320,train-clean-100/78/368/78-368-0031.flac
27,M,train-clean-100,50320,train-clean-100/27/124992/27-124992-0006.flac
8312,F,train-clean-100,50320,train-clean-100/8312/279791/8312-279791-0028.flac
2002,M,train-clean-100,50320,train-clean-100/2002/139469/2002-139469-0040.flac
1081,M,train-clean-100,50400,train-clean-100/1081/125237/1081-125237-0032.flac
5456,M,train-clean-100,50400,train-clean-100/5456/24741/5456-24741-0002.flac
7264,M,train-clean-100,50400,train-clean-100/7264/92314/7264-92314-0030.flac
2436,M,train-clean-100,50400,train-clean-100/2436/2476/2436-2476-0034.flac
4014,M,train-clean-100,50400,train-clean-100/4014/186176/4014-186176-0029.flac
669,F,train-clean-100,50480,train-clean-100/669/129061/669-129061-0014.flac
1502,F,train-clean-100,50480,train-clean-100/1502/122615/1502-122615-0031.flac
2989,F,train-clean-100,50480,train-clean-100/2989/138035/2989-138035-0048.flac
125,F,train-clean-100,50480,train-clean-100/125/121124/125-121124-0048.flac
1081,M,train-clean-100,50560,train-clean-100/1081/125237/1081-125237-0045.flac
7780,F,train-clean-100,50560,train-clean-100/7780/274562/7780-274562-0066.flac
211,F,train-clean-100,50560,train-clean-100/211/122442/211-122442-0027.flac
4680,F,train-clean-100,50560,train-clean-100/4680/16026/4680-16026-0003.flac
3607,M,train-clean-100,50560,train-clean-100/3607/29116/3607-29116-0014.flac
1594,M,train-clean-100,50560,train-clean-100/1594/135914/1594-135914-0101.flac
89,F,train-clean-100,50560,train-clean-100/89/219/89-219-0010.flac
8770,M,train-clean-100,50640,train-clean-100/8770/295463/8770-295463-0024.flac
27,M,train-clean-100,50640,train-clean-100/27/124992/27-124992-0029.flac
446,M,train-clean-100,50720,train-clean-100/446/123501/446-123501-0045.flac
1334,M,train-clean-100,50720,train-clean-100/1334/135589/1334-135589-0030.flac
125,F,train-clean-100,50720,train-clean-100/125/121124/125-121124-0085.flac
445,M,train-clean-100,50720,train-clean-100/445/123860/445-123860-0023.flac
2989,F,train-clean-100,50720,train-clean-100/2989/138028/2989-138028-0045.flac
2002,M,train-clean-100,50720,train-clean-100/2002/139469/2002-139469-0115.flac
8629,M,train-clean-100,50800,train-clean-100/8629/261139/8629-261139-0030.flac
730,F,train-clean-100,50800,train-clean-100/730/360/730-360-0042.flac
8108,M,train-clean-100,50800,train-clean-100/8108/280354/8108-280354-0018.flac
4853,F,train-clean-100,50800,train-clean-100/4853/27671/4853-27671-0027.flac
1098,F,train-clean-100,50800,train-clean-100/1098/133695/1098-133695-0067.flac
446,M,train-clean-100,50800,train-clean-100/446/123501/446-123501-0025.flac
8051,F,train-clean-100,50800,train-clean-100/8051/118101/8051-118101-0016.flac
4088,F,train-clean-100,50800,train-clean-100/4088/158077/4088-158077-0084.flac
6078,F,train-clean-100,50880,train-clean-100/6078/54007/6078-54007-0024.flac
2182,F,train-clean-100,51040,train-clean-100/2182/181173/2182-181173-0037.flac
27,M,train-clean-100,51040,train-clean-100/27/124992/27-124992-0022.flac
118,M,train-clean-100,51040,train-clean-100/118/121721/118-121721-0014.flac
2416,F,train-clean-100,51040,train-clean-100/2416/152139/2416-152139-0022.flac
1040,M,train-clean-100,51120,train-clean-100/1040/133433/1040-133433-0006.flac
8629,M,train-clean-100,51120,train-clean-100/8629/261140/8629-261140-0019.flac
1970,F,train-clean-100,51200,train-clean-100/1970/26100/1970-26100-0036.flac
6078,F,train-clean-100,51200,train-clean-100/6078/54013/6078-54013-0059.flac
1447,F,train-clean-100,51280,train-clean-100/1447/17506/1447-17506-0000.flac
8088,M,train-clean-100,51280,train-clean-100/8088/284756/8088-284756-0008.flac
4014,M,train-clean-100,51280,train-clean-100/4014/186179/4014-186179-0017.flac
6000,F,train-clean-100,51360,train-clean-100/6000/86686/6000-86686-0012.flac
5808,M,train-clean-100,51360,train-clean-100/5808/48608/5808-48608-0051.flac
4680,F,train-clean-100,51360,train-clean-100/4680/16026/4680-16026-0018.flac
5867,F,train-clean-100,51360,train-clean-100/5867/48852/5867-48852-0026.flac
4014,M,train-clean-100,51360,train-clean-100/4014/186183/4014-186183-0022.flac
403,F,train-clean-100,51360,train-clean-100/403/216/403-216-0014.flac
5750,M,train-clean-100,51440,train-clean-100/5750/35690/5750-35690-0012.flac
5688,F,train-clean-100,51440,train-clean-100/5688/15787/5688-15787-0042.flac
7226,M,train-clean-100,51440,train-clean-100/7226/86965/7226-86965-0016.flac
3436,M,train-clean-100,51520,train-clean-100/3436/172162/3436-172162-0052.flac
5049,M,train-clean-100,51520,train-clean-100/5049/25947/5049-25947-0074.flac
8425,M,train-clean-100,51520,train-clean-100/8425/287387/8425-287387-0027.flac
118,M,train-clean-100,51600,train-clean-100/118/47824/118-47824-0040.flac
5192,M,train-clean-100,51600,train-clean-100/5192/19397/5192-19397-0071.flac
5808,M,train-clean-100,51600,train-clean-100/5808/54425/5808-54425-0043.flac
730,F,train-clean-100,51680,train-clean-100/730/359/730-359-0004.flac
5514,F,train-clean-100,51680,train-clean-100/5514/19192/5514-19192-0025.flac
7302,F,train-clean-100,51680,train-clean-100/7302/86815/7302-86815-0036.flac
5104,M,train-clean-100,51680,train-clean-100/5104/33407/5104-33407-0019.flac
3242,M,train-clean-100,51680,train-clean-100/3242/8112/3242-8112-0009.flac
4014,M,train-clean-100,51760,train-clean-100/4014/186176/4014-186176-0034.flac
211,F,train-clean-100,51760,train-clean-100/211/122442/211-122442-0070.flac
8629,M,train-clean-100,51760,train-clean-100/8629/261139/8629-261139-0064.flac
8063,M,train-clean-100,51760,train-clean-100/8063/274116/8063-274116-0040.flac
83,F,train-clean-100,51840,train-clean-100/83/11691/83-11691-0037.flac
4014,M,train-clean-100,51840,train-clean-100/4014/186176/4014-186176-0030.flac
1088,F,train-clean-100,51840,train-clean-100/1088/134315/1088-134315-0023.flac
1898,F,train-clean-100,51840,train-clean-100/1898/145715/1898-145715-0043.flac
6531,F,train-clean-100,51920,train-clean-100/6531/61334/6531-61334-0026.flac
5456,M,train-clean-100,52000,train-clean-100/5456/24741/5456-24741-0010.flac
7800,F,train-clean-100,52000,train-clean-100/7800/283492/7800-283492-0012.flac
7190,M,train-clean-100,52000,train-clean-100/7190/90542/7190-90542-0053.flac
1447,F,train-clean-100,52000,train-clean-100/1447/130550/1447-130550-0021.flac
2092,F,train-clean-100,52080,train-clean-100/2092/145706/2092-145706-0059.flac
1116,F,train-clean-100,52080,train-clean-100/1116/132851/1116-132851-0001.flac
3112,F,train-clean-100,52080,train-clean-100/3112/9555/3112-9555-0026.flac
4014,M,train-clean-100,52080,train-clean-100/4014/186176/4014-186176-0000.flac
2817,F,train-clean-100,52080,train-clean-100/2817/142371/2817-142371-0036.flac
3112,F,train-clean-100,52080,train-clean-100/3112/9555/3112-9555-0036.flac
1455,M,train-clean-100,52160,train-clean-100/1455/138263/1455-138263-0023.flac
5688,F,train-clean-100,52160,train-clean-100/5688/41232/5688-41232-0041.flac
730,F,train-clean-100,52240,train-clean-100/730/360/730-360-0039.flac
4898,M,train-clean-100,52320,train-clean-100/4898/28461/4898-28461-0054.flac
6078,F,train-clean-100,52320,train-clean-100/6078/54013/6078-54013-0078.flac
7859,F,train-clean-100,52320,train-clean-100/7859/102519/7859-102519-0047.flac
1455,M,train-clean-100,52320,train-clean-100/1455/138263/1455-138263-0002.flac
125,F,train-clean-100,52320,train-clean-100/125/121124/125-121124-0020.flac
7278,M,train-clean-100,52320,train-clean-100/7278/104730/7278-104730-0042.flac
7078,F,train-clean-100,52400,train-clean-100/7078/271888/7078-271888-0064.flac
5049,M,train-clean-100,52400,train-clean-100/5049/25947/5049-25947-0110.flac
1363,F,train-clean-100,52400,train-clean-100/1363/135842/1363-135842-0008.flac
7113,F,train-clean-100,52400,train-clean-100/7113/86041/7113-86041-0110.flac
118,M,train-clean-100,52400,train-clean-100/118/121721/118-121721-0027.flac
1502,F,train-clean-100,52400,train-clean-100/1502/122615/1502-122615-0026.flac
4014,M,train-clean-100,52480,train-clean-100/4014/186179/4014-186179-0040.flac
3486,M,train-clean-100,52480,train-clean-100/3486/166424/3486-166424-0027.flac
6563,M,train-clean-100,52560,train-clean-100/6563/285357/6563-285357-0032.flac
3374,M,train-clean-100,52560,train-clean-100/3374/298025/3374-298025-0009.flac
4267,M,train-clean-100,52560,train-clean-100/4267/72637/4267-72637-0020.flac
6531,F,train-clean-100,52561,train-clean-100/6531/61334/6531-61334-0127.flac
311,M,train-clean-100,52640,train-clean-100/311/124404/311-124404-0084.flac
233,M,train-clean-100,52640,train-clean-100/233/134440/233-134440-0040.flac
374,M,train-clean-100,52640,train-clean-100/374/180299/374-180299-0001.flac
2989,F,train-clean-100,52720,train-clean-100/2989/138028/2989-138028-0043.flac
7148,F,train-clean-100,52720,train-clean-100/7148/59157/7148-59157-0010.flac
3982,F,train-clean-100,52720,train-clean-100/3982/178459/3982-178459-0004.flac
1098,F,train-clean-100,52720,train-clean-100/1098/133695/1098-133695-0011.flac
2384,M,train-clean-100,52800,train-clean-100/2384/152900/2384-152900-0031.flac
3214,M,train-clean-100,52800,train-clean-100/3214/167607/3214-167607-0009.flac
4137,F,train-clean-100,52800,train-clean-100/4137/11701/4137-11701-0016.flac
5022,F,train-clean-100,52800,train-clean-100/5022/29405/5022-29405-0026.flac
2002,M,train-clean-100,52800,train-clean-100/2002/139469/2002-139469-0059.flac
27,M,train-clean-100,52800,train-clean-100/27/124992/27-124992-0025.flac
8312,F,train-clean-100,52800,train-clean-100/8312/279790/8312-279790-0021.flac
118,M,train-clean-100,52800,train-clean-100/118/47824/118-47824-0065.flac
625,M,train-clean-100,52880,train-clean-100/625/132112/625-132112-0004.flac
1081,M,train-clean-100,52880,train-clean-100/1081/125237/1081-125237-0064.flac
118,M,train-clean-100,52960,train-clean-100/118/47824/118-47824-0085.flac
4051,F,train-clean-100,52960,train-clean-100/4051/11218/4051-11218-0025.flac
2391,F,train-clean-100,53040,train-clean-100/2391/145015/2391-145015-0071.flac
3983,F,train-clean-100,53040,train-clean-100/3983/5371/3983-5371-0040.flac
1116,F,train-clean-100,53040,train-clean-100/1116/132851/1116-132851-0018.flac
5339,F,train-clean-100,53040,train-clean-100/5339/14133/5339-14133-0044.flac
8468,F,train-clean-100,53040,train-clean-100/8468/286673/8468-286673-0040.flac
27,M,train-clean-100,53040,train-clean-100/27/124992/27-124992-0004.flac
3486,M,train-clean-100,53040,train-clean-100/3486/166424/3486-166424-0047.flac
8063,M,train-clean-100,53040,train-clean-100/8063/274117/8063-274117-0020.flac
229,M,train-clean-100,53120,train-clean-100/229/130880/229-130880-0046.flac
1183,F,train-clean-100,53120,train-clean-100/1183/128659/1183-128659-0010.flac
5688,F,train-clean-100,53120,train-clean-100/5688/41232/5688-41232-0059.flac
460,M,train-clean-100,53120,train-clean-100/460/172359/460-172359-0082.flac
481,M,train-clean-100,53120,train-clean-100/481/123720/481-123720-0041.flac
4014,M,train-clean-100,53200,train-clean-100/4014/186175/4014-186175-0007.flac
6476,F,train-clean-100,53280,train-clean-100/6476/57446/6476-57446-0039.flac
3374,M,train-clean-100,53280,train-clean-100/3374/298025/3374-298025-0003.flac
2989,F,train-clean-100,53360,train-clean-100/2989/138035/2989-138035-0015.flac
8095,M,train-clean-100,53360,train-clean-100/8095/274346/8095-274346-0020.flac
8063,M,train-clean-100,53440,train-clean-100/8063/274115/8063-274115-0025.flac
5322,M,train-clean-100,53440,train-clean-100/5322/7679/5322-7679-0035.flac
3879,F,train-clean-100,53520,train-clean-100/3879/174923/3879-174923-0017.flac
3259,F,train-clean-100,53520,train-clean-100/3259/158083/3259-158083-0028.flac
27,M,train-clean-100,53520,train-clean-100/27/124992/27-124992-0009.flac
211,F,train-clean-100,53600,train-clean-100/211/122425/211-122425-0071.flac
669,F,train-clean-100,53600,train-clean-100/669/129074/669-129074-0018.flac
441,F,train-clean-100,53600,train-clean-100/441/128982/441-128982-0027.flac
4014,M,train-clean-100,53600,train-clean-100/4014/186179/4014-186179-0027.flac
8975,F,train-clean-100,53680,train-clean-100/8975/270782/8975-270782-0052.flac
5750,M,train-clean-100,53680,train-clean-100/5750/35690/5750-35690-0027.flac
2952,M,train-clean-100,53680,train-clean-100/2952/410/2952-410-0058.flac
460,M,train-clean-100,53680,train-clean-100/460/172359/460-172359-0055.flac
7264,M,train-clean-100,53680,train-clean-100/7264/92310/7264-92310-0027.flac
4014,M,train-clean-100,53760,train-clean-100/4014/186176/4014-186176-0036.flac
1992,F,train-clean-100,53760,train-clean-100/1992/141719/1992-141719-0044.flac
5808,M,train-clean-100,53760,train-clean-100/5808/54425/5808-54425-0046.flac
7859,F,train-clean-100,53760,train-clean-100/7859/102518/7859-102518-0011.flac
1447,F,train-clean-100,53760,train-clean-100/1447/130550/1447-130550-0018.flac
211,F,train-clean-100,53760,train-clean-100/211/122442/211-122442-0077.flac
6081,M,train-clean-100,53840,train-clean-100/6081/41998/6081-41998-0043.flac
3214,M,train-clean-100,53840,train-clean-100/3214/167602/3214-167602-0013.flac
3235,F,train-clean-100,53840,train-clean-100/3235/28452/3235-28452-0019.flac
5393,F,train-clean-100,53840,train-clean-100/5393/19218/5393-19218-0017.flac
7302,F,train-clean-100,53840,train-clean-100/7302/86815/7302-86815-0022.flac
6078,F,train-clean-100,53840,train-clean-100/6078/54013/6078-54013-0034.flac
3240,M,train-clean-100,53920,train-clean-100/3240/131231/3240-131231-0054.flac
6078,F,train-clean-100,53920,train-clean-100/6078/54013/6078-54013-0000.flac
1737,F,train-clean-100,54000,train-clean-100/1737/142397/1737-142397-0007.flac
8226,M,train-clean-100,54000,train-clean-100/8226/274369/8226-274369-0020.flac
2952,M,train-clean-100,54000,train-clean-100/2952/410/2952-410-0000.flac
1116,F,train-clean-100,54000,train-clean-100/1116/132847/1116-132847-0031.flac
8465,F,train-clean-100,54000,train-clean-100/8465/246940/8465-246940-0011.flac
1963,F,train-clean-100,54080,train-clean-100/1963/142776/1963-142776-0001.flac
2989,F,train-clean-100,54080,train-clean-100/2989/138028/2989-138028-0030.flac
3240,M,train-clean-100,54160,train-clean-100/3240/131231/3240-131231-0051.flac
8014,F,train-clean-100,54160,train-clean-100/8014/112602/8014-112602-0024.flac
125,F,train-clean-100,54160,train-clean-100/125/121124/125-121124-0064.flac
83,F,train-clean-100,54160,train-clean-100/83/11691/83-11691-0030.flac
26,M,train-clean-100,54240,train-clean-100/26/496/26-496-0006.flac
248,F,train-clean-100,54240,train-clean-100/248/130644/248-130644-0036.flac
8797,M,train-clean-100,54240,train-clean-100/8797/294123/8797-294123-0000.flac
7800,F,train-clean-100,54240,train-clean-100/7800/283493/7800-283493-0038.flac
1455,M,train-clean-100,54240,train-clean-100/1455/134435/1455-134435-0058.flac
481,M,train-clean-100,54240,train-clean-100/481/123720/481-123720-0028.flac
7635,F,train-clean-100,54320,train-clean-100/7635/105409/7635-105409-0041.flac
696,F,train-clean-100,54320,train-clean-100/696/93314/696-93314-0002.flac
7859,F,train-clean-100,54320,train-clean-100/7859/102519/7859-102519-0020.flac
6836,M,train-clean-100,54320,train-clean-100/6836/61803/6836-61803-0024.flac
2007,F,train-clean-100,54320,train-clean-100/2007/132570/2007-132570-0039.flac
4088,F,train-clean-100,54320,train-clean-100/4088/158077/4088-158077-0048.flac
322,F,train-clean-100,54400,train-clean-100/322/124147/322-124147-0020.flac
3259,F,train-clean-100,54400,train-clean-100/3259/158083/3259-158083-0041.flac
669,F,train-clean-100,54480,train-clean-100/669/129074/669-129074-0009.flac
2764,F,train-clean-100,54480,train-clean-100/2764/36616/2764-36616-0000.flac
839,M,train-clean-100,54560,train-clean-100/839/130898/839-130898-0061.flac
6531,F,train-clean-100,54560,train-clean-100/6531/61334/6531-61334-0054.flac
4195,F,train-clean-100,54640,train-clean-100/4195/17507/4195-17507-0035.flac
254,M,train-clean-100,54640,train-clean-100/254/27760/254-27760-0003.flac
730,F,train-clean-100,54640,train-clean-100/730/359/730-359-0038.flac
8770,M,train-clean-100,54720,train-clean-100/8770/295465/8770-295465-0030.flac
2289,M,train-clean-100,54720,train-clean-100/2289/152254/2289-152254-0014.flac
730,F,train-clean-100,54800,train-clean-100/730/358/730-358-0033.flac
2136,M,train-clean-100,54800,train-clean-100/2136/5143/2136-5143-0007.flac
445,M,train-clean-100,54800,train-clean-100/445/123857/445-123857-0007.flac
2518,M,train-clean-100,54800,train-clean-100/2518/154826/2518-154826-0045.flac
7302,F,train-clean-100,54800,train-clean-100/7302/86814/7302-86814-0029.flac
3168,M,train-clean-100,54800,train-clean-100/3168/173565/3168-173565-0036.flac
8238,F,train-clean-100,54880,train-clean-100/8238/274553/8238-274553-0022.flac
1898,F,train-clean-100,54960,train-clean-100/1898/145715/1898-145715-0019.flac
6064,F,train-clean-100,54960,train-clean-100/6064/56165/6064-56165-0017.flac
200,F,train-clean-100,54960,train-clean-100/200/126784/200-126784-0011.flac
39,F,train-clean-100,55040,train-clean-100/39/121915/39-121915-0026.flac
5703,M,train-clean-100,55040,train-clean-100/5703/47198/5703-47198-0059.flac
4195,F,train-clean-100,55040,train-clean-100/4195/17507/4195-17507-0048.flac
27,M,train-clean-100,55040,train-clean-100/27/123349/27-123349-0025.flac
2952,M,train-clean-100,55040,train-clean-100/2952/410/2952-410-0050.flac
1898,F,train-clean-100,55120,train-clean-100/1898/145715/1898-145715-0035.flac
6925,M,train-clean-100,55120,train-clean-100/6925/80680/6925-80680-0036.flac
5652,F,train-clean-100,55200,train-clean-100/5652/39938/5652-39938-0054.flac
8238,F,train-clean-100,55200,train-clean-100/8238/274553/8238-274553-0051.flac
4014,M,train-clean-100,55360,train-clean-100/4014/186176/4014-186176-0003.flac
4195,F,train-clean-100,55360,train-clean-100/4195/17507/4195-17507-0036.flac
5456,M,train-clean-100,55360,train-clean-100/5456/24741/5456-24741-0018.flac
839,M,train-clean-100,55440,train-clean-100/839/130898/839-130898-0043.flac
4195,F,train-clean-100,55440,train-clean-100/4195/186236/4195-186236-0027.flac
6476,F,train-clean-100,55520,train-clean-100/6476/96661/6476-96661-0015.flac
27,M,train-clean-100,55520,train-clean-100/27/124992/27-124992-0063.flac
6531,F,train-clean-100,55520,train-clean-100/6531/61334/6531-61334-0076.flac
8226,M,train-clean-100,55600,train-clean-100/8226/274369/8226-274369-0044.flac
40,F,train-clean-100,55600,train-clean-100/40/121026/40-121026-0012.flac
1553,F,train-clean-100,55600,train-clean-100/1553/140048/1553-140048-0035.flac
4014,M,train-clean-100,55600,train-clean-100/4014/186175/4014-186175-0029.flac
3526,F,train-clean-100,55600,train-clean-100/3526/176653/3526-176653-0050.flac
211,F,train-clean-100,55680,train-clean-100/211/122425/211-122425-0066.flac
7302,F,train-clean-100,55680,train-clean-100/7302/86814/7302-86814-0028.flac
211,F,train-clean-100,55760,train-clean-100/211/122442/211-122442-0012.flac
1183,F,train-clean-100,55760,train-clean-100/1183/133256/1183-133256-0009.flac
8629,M,train-clean-100,55760,train-clean-100/8629/261140/8629-261140-0030.flac
4195,F,train-clean-100,55760,train-clean-100/4195/186238/4195-186238-0000.flac
625,M,train-clean-100,55760,train-clean-100/625/132112/625-132112-0053.flac
1081,M,train-clean-100,55840,train-clean-100/1081/125237/1081-125237-0094.flac
89,F,train-clean-100,55840,train-clean-100/89/219/89-219-0046.flac
26,M,train-clean-100,55840,train-clean-100/26/495/26-495-0030.flac
1502,F,train-clean-100,56000,train-clean-100/1502/122615/1502-122615-0027.flac
5322,M,train-clean-100,56000,train-clean-100/5322/7678/5322-7678-0009.flac
4195,F,train-clean-100,56160,train-clean-100/4195/186236/4195-186236-0006.flac
5393,F,train-clean-100,56160,train-clean-100/5393/19219/5393-19219-0053.flac
5022,F,train-clean-100,56240,train-clean-100/5022/29411/5022-29411-0017.flac
6531,F,train-clean-100,56240,train-clean-100/6531/61334/6531-61334-0084.flac
211,F,train-clean-100,56240,train-clean-100/211/122442/211-122442-0052.flac
7278,M,train-clean-100,56240,train-clean-100/7278/104730/7278-104730-0022.flac
7302,F,train-clean-100,56240,train-clean-100/7302/86815/7302-86815-0075.flac
2007,F,train-clean-100,56320,train-clean-100/2007/132570/2007-132570-0049.flac
7859,F,train-clean-100,56320,train-clean-100/7859/102519/7859-102519-0019.flac
27,M,train-clean-100,56320,train-clean-100/27/124992/27-124992-0057.flac
909,M,train-clean-100,56320,train-clean-100/909/131041/909-131041-0001.flac
4014,M,train-clean-100,56320,train-clean-100/4014/186176/4014-186176-0024.flac
27,M,train-clean-100,56320,train-clean-100/27/124992/27-124992-0065.flac
1246,F,train-clean-100,56400,train-clean-100/1246/124548/1246-124548-0041.flac
5049,M,train-clean-100,56400,train-clean-100/5049/25947/5049-25947-0072.flac
426,F,train-clean-100,56400,train-clean-100/426/122819/426-122819-0015.flac
5688,F,train-clean-100,56400,train-clean-100/5688/41232/5688-41232-0037.flac
8324,F,train-clean-100,56400,train-clean-100/8324/286683/8324-286683-0012.flac
481,M,train-clean-100,56400,train-clean-100/481/123719/481-123719-0004.flac
6476,F,train-clean-100,56400,train-clean-100/6476/96661/6476-96661-0016.flac
198,F,train-clean-100,56480,train-clean-100/198/209/198-209-0013.flac
5514,F,train-clean-100,56560,train-clean-100/5514/19192/5514-19192-0042.flac
211,F,train-clean-100,56560,train-clean-100/211/122442/211-122442-0048.flac
6531,F,train-clean-100,56560,train-clean-100/6531/61334/6531-61334-0002.flac
