mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex,speaker_4_ID,speaker_4_sex
8838-298545-0040_8468-295198-0007_3879-173592-0027_3168-173565-0059,8838.0,M,8468.0,F,3879.0,F,3168.0,M
4680-16041-0036_6925-80680-0020_163-122947-0057_3436-172162-0033,4680.0,F,6925.0,M,163.0,M,3436.0,M
6078-54007-0042_3240-131232-0001_730-358-0015_1743-142912-0027,6078.0,F,3240.0,M,730.0,F,1743.0,M
3214-167602-0023_6081-41998-0007_4406-16883-0048_1447-17506-0007,3214.0,M,6081.0,M,4406.0,M,1447.0,F
6476-57446-0054_2384-152900-0002_5163-18515-0028_1034-121119-0057,6476.0,F,2384.0,M,5163.0,F,1034.0,M
8465-246947-0011_5867-48852-0008_4680-16041-0003_7511-102419-0048,8465.0,F,5867.0,F,4680.0,F,7511.0,F
1081-125237-0007_1737-146161-0005_3983-5371-0056_332-128985-0052,1081.0,M,1737.0,F,3983.0,F,332.0,M
7367-86737-0016_7447-91187-0056_4859-29340-0038_2182-181183-0027,7367.0,M,7447.0,M,4859.0,M,2182.0,F
4214-7146-0056_2416-152139-0006_1970-28415-0037_587-54108-0014,4214.0,F,2416.0,F,1970.0,F,587.0,F
374-180299-0043_403-128339-0041_6367-74004-0019_254-145458-0001,374.0,M,403.0,F,6367.0,M,254.0,M
8609-283227-0059_83-9960-0041_909-131044-0028_4267-78186-0018,8609.0,M,83.0,F,909.0,M,4267.0,M
6415-116629-0008_6836-61804-0023_6880-216547-0028_298-126790-0027,6415.0,F,6836.0,M,6880.0,M,298.0,F
27-123349-0028_1246-124548-0042_625-132118-0021_1502-122619-0082,27.0,M,1246.0,F,625.0,M,1502.0,F
1263-138246-0021_200-124140-0007_4267-72637-0032_1841-150351-0017,1263.0,F,200.0,F,4267.0,M,1841.0,F
250-142286-0016_3374-298026-0035_2952-407-0020_446-123501-0055,250.0,F,3374.0,M,2952.0,M,446.0,M
1116-137572-0028_8770-295463-0026_7367-86737-0114_6880-216547-0061,1116.0,F,8770.0,M,7367.0,M,6880.0,M
3879-173592-0031_26-496-0020_7278-104730-0014_1355-39947-0070,3879.0,F,26.0,M,7278.0,M,1355.0,M
39-121914-0011_7505-258964-0033_4051-11217-0038_4267-78186-0019,39.0,F,7505.0,M,4051.0,F,4267.0,M
5750-100289-0070_6415-111615-0032_7059-77900-0015_7511-102420-0007,5750.0,M,6415.0,F,7059.0,F,7511.0,F
5463-39173-0004_7511-102419-0035_6064-56165-0024_4297-13009-0018,5463.0,M,7511.0,F,6064.0,F,4297.0,F
4297-13006-0013_118-121721-0000_125-121124-0055_6476-57446-0030,4297.0,F,118.0,M,125.0,F,6476.0,F
5022-29411-0056_322-124147-0024_2514-149482-0005_7505-83618-0001,5022.0,F,322.0,F,2514.0,M,7505.0,M
3983-5331-0027_27-123349-0016_8238-274553-0001_5463-39173-0048,3983.0,F,27.0,M,8238.0,F,5463.0,M
307-127539-0007_7447-91187-0032_78-368-0024_4160-14187-0019,307.0,M,7447.0,M,78.0,M,4160.0,F
1970-28415-0021_2159-179154-0009_7148-82991-0006_7278-104730-0008,1970.0,F,2159.0,M,7148.0,F,7278.0,M
2817-142380-0026_3879-174923-0033_2843-152918-0015_2764-36619-0018,2817.0,F,3879.0,F,2843.0,M,2764.0,F
250-140277-0012_3259-158083-0067_7402-90848-0022_1116-137572-0025,250.0,F,3259.0,F,7402.0,M,1116.0,F
1355-39947-0063_6531-61334-0019_6078-54007-0030_1034-121119-0091,1355.0,M,6531.0,F,6078.0,F,1034.0,M
1081-125237-0017_412-126975-0015_5049-25947-0004_3723-171631-0005,1081.0,M,412.0,M,5049.0,M,3723.0,M
6836-76549-0003_2843-152918-0089_1447-17506-0012_6880-216547-0010,6836.0,M,2843.0,M,1447.0,F,6880.0,M
7190-90543-0024_6064-56165-0027_3242-67153-0028_1235-135883-0046,7190.0,M,6064.0,F,3242.0,M,1235.0,M
1594-135914-0021_8088-284756-0021_201-127786-0056_8123-275209-0015,1594.0,M,8088.0,M,201.0,M,8123.0,F
7780-274562-0011_1743-142912-0019_83-11691-0014_211-122425-0078,7780.0,F,1743.0,M,83.0,F,211.0,F
4640-19188-0022_4406-16882-0064_3374-298032-0018_909-131045-0030,4640.0,F,4406.0,M,3374.0,M,909.0,M
8108-274318-0032_2182-181173-0036_1841-159771-0008_78-369-0044,8108.0,M,2182.0,F,1841.0,F,78.0,M
8629-261139-0050_5393-19219-0036_6064-56168-0021_831-130746-0032,8629.0,M,5393.0,F,6064.0,F,831.0,M
1246-124548-0032_696-92939-0011_6367-65536-0051_5678-43302-0031,1246.0,F,696.0,F,6367.0,M,5678.0,M
3607-135982-0042_5688-41232-0018_5463-39173-0050_441-128988-0023,3607.0,M,5688.0,F,5463.0,M,441.0,F
2182-181173-0024_3235-11599-0010_5192-19397-0075_2518-154826-0044,2182.0,F,3235.0,F,5192.0,M,2518.0,M
311-124404-0091_1263-141777-0040_6848-252322-0027_5022-29411-0049,311.0,M,1263.0,F,6848.0,M,5022.0,F
1447-17506-0005_163-122947-0031_403-128339-0032_7517-100437-0018,1447.0,F,163.0,M,403.0,F,7517.0,F
8629-261140-0022_446-123501-0004_4051-11218-0034_1594-135914-0118,8629.0,M,446.0,M,4051.0,F,1594.0,M
8747-293952-0041_2182-181173-0037_6064-56165-0010_1069-133709-0051,8747.0,M,2182.0,F,6064.0,F,1069.0,F
7178-34644-0041_8238-274553-0044_5652-39938-0063_5778-54535-0012,7178.0,F,8238.0,F,5652.0,F,5778.0,F
3486-166424-0034_3235-28433-0015_78-369-0059_5192-19397-0027,3486.0,M,3235.0,F,78.0,M,5192.0,M
6454-120342-0015_374-180299-0009_8609-283227-0033_1263-138246-0007,6454.0,M,374.0,M,8609.0,M,1263.0,F
4406-16882-0059_5390-24512-0016_6925-80680-0054_198-129977-0025,4406.0,M,5390.0,M,6925.0,M,198.0,F
1963-142393-0033_298-126791-0023_2518-154826-0036_5339-14134-0034,1963.0,F,298.0,F,2518.0,M,5339.0,F
5022-29411-0035_4297-13009-0029_4340-15220-0045_3235-11599-0007,5022.0,F,4297.0,F,4340.0,F,3235.0,F
7517-100442-0018_8975-270782-0014_2416-152139-0030_3214-167602-0006,7517.0,F,8975.0,F,2416.0,F,3214.0,M
458-126305-0001_5104-33406-0045_2182-181173-0034_7517-100437-0014,458.0,M,5104.0,M,2182.0,F,7517.0,F
328-129766-0061_2436-2476-0018_1081-125237-0001_4088-158077-0070,328.0,F,2436.0,M,1081.0,M,4088.0,F
1594-135914-0112_8419-293469-0005_7859-102519-0034_19-227-0050,1594.0,M,8419.0,M,7859.0,F,19.0,F
6081-41997-0007_8063-274117-0030_83-3054-0013_328-129766-0002,6081.0,M,8063.0,M,83.0,F,328.0,F
5561-41615-0042_1992-141719-0016_5322-7678-0012_3374-298032-0032,5561.0,F,1992.0,F,5322.0,M,3374.0,M
150-126107-0000_200-124139-0035_3526-176653-0023_254-12312-0018,150.0,F,200.0,F,3526.0,F,254.0,M
8797-294123-0087_8465-246947-0008_4014-186175-0036_669-129074-0017,8797.0,M,8465.0,F,4014.0,M,669.0,F
8312-279790-0034_7113-86041-0013_441-128988-0030_1723-141149-0003,8312.0,F,7113.0,F,441.0,F,1723.0,M
78-368-0001_254-127705-0002_8226-274371-0013_1069-133709-0044,78.0,M,254.0,M,8226.0,M,1069.0,F
5192-19397-0043_1034-121119-0058_3259-158083-0079_696-92939-0001,5192.0,M,1034.0,M,3259.0,F,696.0,F
2182-181183-0007_1081-125237-0103_4853-27670-0029_5104-33407-0048,2182.0,F,1081.0,M,4853.0,F,5104.0,M
2952-408-0016_1447-130552-0008_5778-54535-0022_5339-14133-0033,2952.0,M,1447.0,F,5778.0,F,5339.0,F
6531-61334-0111_7226-86964-0040_5808-48608-0027_8975-270782-0081,6531.0,F,7226.0,M,5808.0,M,8975.0,F
2002-139469-0012_5514-19193-0019_4088-158077-0094_3486-166424-0037,2002.0,M,5514.0,F,4088.0,F,3486.0,M
6064-300880-0037_7178-34644-0045_481-123719-0037_5022-29411-0007,6064.0,F,7178.0,F,481.0,M,5022.0,F
150-132655-0016_1841-150351-0000_6147-34607-0038_4362-15663-0025,150.0,F,1841.0,F,6147.0,F,4362.0,F
4051-11218-0050_3526-175658-0002_1502-122615-0003_7511-102420-0014,4051.0,F,3526.0,F,1502.0,F,7511.0,F
2836-5355-0010_6019-3185-0074_40-222-0022_302-123504-0034,2836.0,F,6019.0,M,40.0,F,302.0,F
8468-295198-0030_2514-149482-0087_2518-154826-0037_7067-76047-0002,8468.0,F,2514.0,M,2518.0,M,7067.0,M
5390-30096-0009_4788-294466-0000_1034-121119-0019_6437-66173-0053,5390.0,M,4788.0,M,1034.0,M,6437.0,M
5022-29405-0006_8580-287363-0015_7178-34645-0035_3830-12530-0025,5022.0,F,8580.0,M,7178.0,F,3830.0,M
6437-66173-0011_4830-25898-0042_3440-171009-0000_2764-36619-0041,6437.0,M,4830.0,M,3440.0,F,2764.0,F
6000-86686-0013_5867-48852-0103_1069-133709-0015_8425-291444-0018,6000.0,F,5867.0,F,1069.0,F,8425.0,M
5750-100289-0062_446-123502-0022_1578-6379-0008_2911-7601-0016,5750.0,M,446.0,M,1578.0,F,2911.0,M
8465-246947-0017_2989-138028-0000_3242-8112-0033_4406-16883-0045,8465.0,F,2989.0,F,3242.0,M,4406.0,M
1069-133709-0003_4297-13009-0065_8419-286676-0023_8095-274346-0010,1069.0,F,4297.0,F,8419.0,M,8095.0,M
412-126975-0058_445-123860-0013_7302-86815-0015_5049-25947-0011,412.0,M,445.0,M,7302.0,F,5049.0,M
7367-86737-0011_730-358-0060_3526-176651-0004_8747-293952-0073,7367.0,M,730.0,F,3526.0,F,8747.0,M
125-121124-0088_4859-26870-0006_669-129061-0043_1334-135589-0010,125.0,F,4859.0,M,669.0,F,1334.0,M
1334-135589-0032_2764-36619-0009_6078-54013-0011_7635-105661-0027,1334.0,M,2764.0,F,6078.0,F,7635.0,F
3259-158083-0028_8123-275216-0007_4853-27671-0034_2817-142371-0023,3259.0,F,8123.0,F,4853.0,F,2817.0,F
4195-17507-0037_8975-270782-0102_2182-150130-0006_8425-292520-0001,4195.0,F,8975.0,F,2182.0,F,8425.0,M
6437-66172-0010_8609-283227-0034_125-121124-0083_8098-275181-0005,6437.0,M,8609.0,M,125.0,F,8098.0,M
2836-5355-0023_1069-133709-0017_4640-19187-0005_5322-7678-0030,2836.0,F,1069.0,F,4640.0,F,5322.0,M
89-218-0029_211-122442-0006_5688-41232-0066_4195-17507-0019,89.0,F,211.0,F,5688.0,F,4195.0,F
5867-48852-0069_887-123289-0024_7078-271888-0090_6272-70168-0012,5867.0,F,887.0,F,7078.0,F,6272.0,F
7635-105409-0004_2817-142371-0025_3857-182317-0024_1447-17506-0029,7635.0,F,2817.0,F,3857.0,M,1447.0,F
5750-100289-0059_4088-158077-0043_7367-86737-0042_32-21634-0006,5750.0,M,4088.0,F,7367.0,M,32.0,F
374-180298-0030_233-155990-0026_60-121082-0027_32-21631-0015,374.0,M,233.0,M,60.0,M,32.0,F
405-130894-0031_7302-86815-0082_3235-28433-0000_7447-91187-0061,405.0,M,7302.0,F,3235.0,F,7447.0,M
6531-61334-0086_8747-293952-0055_40-222-0041_1363-135842-0012,6531.0,F,8747.0,M,40.0,F,1363.0,F
201-122255-0009_5808-48608-0004_211-122425-0008_8324-286683-0031,201.0,M,5808.0,M,211.0,F,8324.0,F
8095-274348-0003_3240-131232-0008_4859-26870-0009_6836-61803-0027,8095.0,M,3240.0,M,4859.0,M,6836.0,M
441-130108-0009_1183-133255-0007_7302-86815-0052_7505-258958-0028,441.0,F,1183.0,F,7302.0,F,7505.0,M
201-122255-0001_3879-174923-0011_4014-186176-0012_446-123502-0035,201.0,M,3879.0,F,4014.0,M,446.0,M
87-121553-0053_5561-41615-0041_4267-287369-0022_2836-5354-0022,87.0,F,5561.0,F,4267.0,M,2836.0,F
5561-39621-0014_125-121124-0080_2836-5354-0020_8324-286681-0007,5561.0,F,125.0,F,2836.0,F,8324.0,F
2007-149877-0014_6563-63821-0010_7078-271888-0099_6209-34601-0017,2007.0,F,6563.0,M,7078.0,F,6209.0,M
1723-141149-0053_6209-34599-0004_6531-61334-0113_3440-171009-0020,1723.0,M,6209.0,M,6531.0,F,3440.0,F
6476-57446-0079_2910-131096-0034_1963-147036-0009_2002-139469-0046,6476.0,F,2910.0,F,1963.0,F,2002.0,M
6181-216552-0087_4018-107312-0016_1578-140049-0009_1183-133255-0006,6181.0,M,4018.0,M,1578.0,F,1183.0,F
7113-86041-0069_2764-36617-0029_730-358-0059_3259-158083-0033,7113.0,F,2764.0,F,730.0,F,3259.0,F
4088-158077-0045_26-495-0010_2182-150130-0035_8425-291444-0013,4088.0,F,26.0,M,2182.0,F,8425.0,M
7190-90542-0029_7859-102521-0013_2952-407-0004_3982-182255-0024,7190.0,M,7859.0,F,2952.0,M,3982.0,F
374-180298-0022_2843-152918-0088_6476-57446-0008_198-126831-0014,374.0,M,2843.0,M,6476.0,F,198.0,F
2159-179156-0010_4214-7146-0072_1594-135914-0119_229-130880-0074,2159.0,M,4214.0,F,1594.0,M,229.0,M
441-130108-0006_3857-180923-0006_6367-74004-0033_7264-92316-0003,441.0,F,3857.0,M,6367.0,M,7264.0,M
89-219-0017_4014-186175-0020_481-123720-0083_426-122819-0034,89.0,F,4014.0,M,481.0,M,426.0,F
6000-55211-0053_7302-86815-0069_8088-284756-0085_374-180298-0009,6000.0,F,7302.0,F,8088.0,M,374.0,M
7312-92432-0009_1455-138263-0014_8425-292520-0021_328-129766-0060,7312.0,M,1455.0,M,8425.0,M,328.0,F
4898-20016-0039_8051-295385-0001_32-21631-0006_5561-41616-0019,4898.0,M,8051.0,F,32.0,F,5561.0,F
8108-274318-0015_460-172359-0028_125-121342-0007_909-131045-0038,8108.0,M,460.0,M,125.0,F,909.0,M
19-198-0002_1263-138246-0024_32-21625-0017_7059-77900-0025,19.0,F,1263.0,F,32.0,F,7059.0,F
458-126294-0018_3947-13262-0034_1743-142912-0001_3857-182317-0012,458.0,M,3947.0,F,1743.0,M,3857.0,M
6209-34599-0007_8838-298546-0026_696-92939-0034_1235-135884-0019,6209.0,M,8838.0,M,696.0,F,1235.0,M
839-130898-0041_2092-145709-0001_6367-65536-0036_311-124404-0046,839.0,M,2092.0,F,6367.0,M,311.0,M
3664-11714-0025_5463-39174-0011_6529-62554-0009_6563-63821-0041,3664.0,M,5463.0,M,6529.0,M,6563.0,M
3486-166446-0005_6529-62554-0010_1098-133695-0077_3240-131231-0007,3486.0,M,6529.0,M,1098.0,F,3240.0,M
7178-34645-0026_226-131532-0018_322-124147-0078_7264-92310-0007,7178.0,F,226.0,F,322.0,F,7264.0,M
887-123289-0031_32-21631-0013_5678-43303-0016_8226-274369-0042,887.0,F,32.0,F,5678.0,M,8226.0,M
887-123291-0025_5022-29411-0065_198-126831-0005_4853-29413-0029,887.0,F,5022.0,F,198.0,F,4853.0,F
7794-295948-0017_3440-171006-0017_229-130880-0067_3259-158083-0021,7794.0,F,3440.0,F,229.0,M,3259.0,F
8123-275216-0044_1624-168623-0044_4853-27670-0009_6476-57446-0023,8123.0,F,1624.0,M,4853.0,F,6476.0,F
8630-305213-0050_5688-41232-0038_6081-41998-0001_5393-19218-0024,8630.0,M,5688.0,F,6081.0,M,5393.0,F
5652-39938-0029_1355-39947-0060_1502-122619-0070_2893-139310-0051,5652.0,F,1355.0,M,1502.0,F,2893.0,M
460-172359-0022_1455-134435-0070_307-127539-0021_2384-152900-0036,460.0,M,1455.0,M,307.0,M,2384.0,M
8098-278278-0022_6563-285357-0007_5514-19193-0009_3214-167606-0032,8098.0,M,6563.0,M,5514.0,F,3214.0,M
426-122821-0035_78-369-0056_4018-107312-0021_5322-7679-0004,426.0,F,78.0,M,4018.0,M,5322.0,M
6818-68772-0018_1743-142913-0002_6064-56165-0022_8095-274345-0020,6818.0,F,1743.0,M,6064.0,F,8095.0,M
89-219-0039_2764-36616-0016_328-129766-0033_7178-34644-0073,89.0,F,2764.0,F,328.0,F,7178.0,F
1246-124548-0044_8226-274369-0007_5022-29411-0002_5688-41232-0041,1246.0,F,8226.0,M,5022.0,F,5688.0,F
40-121026-0031_8108-280359-0017_3723-171631-0027_911-128684-0013,40.0,F,8108.0,M,3723.0,M,911.0,M
302-123516-0018_2691-156755-0010_4397-15678-0035_2182-150130-0012,302.0,F,2691.0,F,4397.0,M,2182.0,F
248-130697-0017_5393-19219-0014_5808-48608-0046_6836-76549-0008,248.0,F,5393.0,F,5808.0,M,6836.0,M
233-134440-0016_7794-295947-0045_6437-66173-0046_5652-19215-0031,233.0,M,7794.0,F,6437.0,M,5652.0,F
5688-15787-0006_2196-174172-0002_3723-171115-0011_201-122255-0013,5688.0,F,2196.0,F,3723.0,M,201.0,M
1116-137572-0048_7511-102419-0015_2989-138035-0070_302-123523-0020,1116.0,F,7511.0,F,2989.0,F,302.0,F
226-131532-0014_322-124147-0039_1963-147036-0032_3240-131232-0022,226.0,F,322.0,F,1963.0,F,3240.0,M
6385-220959-0041_5339-14134-0019_200-126784-0036_2384-152900-0021,6385.0,F,5339.0,F,200.0,F,2384.0,M
6209-34600-0023_89-219-0022_4481-17498-0020_27-124992-0030,6209.0,M,89.0,F,4481.0,F,27.0,M
1963-142393-0015_4680-16042-0023_7780-274562-0028_89-219-0041,1963.0,F,4680.0,F,7780.0,F,89.0,F
8088-284756-0060_7067-76048-0034_83-3054-0007_250-142276-0014,8088.0,M,7067.0,M,83.0,F,250.0,F
1246-135815-0004_8108-280359-0026_1116-137572-0016_5867-48852-0066,1246.0,F,8108.0,M,1116.0,F,5867.0,F
3723-171631-0042_6437-66173-0049_909-131045-0018_6563-63821-0022,3723.0,M,6437.0,M,909.0,M,6563.0,M
1898-145715-0011_6880-216547-0114_2817-142380-0042_4214-7146-0061,1898.0,F,6880.0,M,2817.0,F,4214.0,F
3240-131231-0056_2391-145015-0055_211-122425-0061_4813-248641-0029,3240.0,M,2391.0,F,211.0,F,4813.0,M
6000-86686-0025_6476-57446-0076_403-216-0017_3436-172162-0020,6000.0,F,6476.0,F,403.0,F,3436.0,M
8063-274116-0037_4788-91208-0030_5688-15787-0023_7794-295947-0036,8063.0,M,4788.0,M,5688.0,F,7794.0,F
8324-286682-0045_1069-133709-0034_3699-19401-0019_4481-17499-0033,8324.0,F,1069.0,F,3699.0,M,4481.0,F
2002-139469-0022_2836-5355-0015_7059-77897-0008_3436-172162-0000,2002.0,M,2836.0,F,7059.0,F,3436.0,M
8419-293469-0015_403-126855-0012_6476-57446-0021_3486-166446-0016,8419.0,M,403.0,F,6476.0,F,3486.0,M
6367-65536-0008_3242-67168-0019_2002-139469-0057_78-368-0029,6367.0,M,3242.0,M,2002.0,M,78.0,M
87-121553-0043_78-368-0022_1743-142914-0004_4018-103416-0027,87.0,F,78.0,M,1743.0,M,4018.0,M
7226-86964-0060_40-222-0028_7402-59171-0047_2514-149482-0090,7226.0,M,40.0,F,7402.0,M,2514.0,M
2007-132570-0009_374-180298-0055_1743-142914-0028_254-145458-0014,2007.0,F,374.0,M,1743.0,M,254.0,M
4640-19188-0008_7367-86737-0117_5104-33407-0016_6531-61334-0096,4640.0,F,7367.0,M,5104.0,M,6531.0,F
4788-294466-0009_481-123720-0055_3235-11599-0011_118-47824-0029,4788.0,M,481.0,M,3235.0,F,118.0,M
2764-36619-0016_2384-152900-0001_730-359-0040_2893-139322-0016,2764.0,F,2384.0,M,730.0,F,2893.0,M
1867-148436-0014_6848-252323-0030_4340-15220-0002_6064-56165-0021,1867.0,M,6848.0,M,4340.0,F,6064.0,F
405-130894-0044_103-1240-0027_3699-19402-0005_2384-152900-0024,405.0,M,103.0,F,3699.0,M,2384.0,M
6437-66172-0004_328-129766-0074_8123-275193-0000_5808-48608-0056,6437.0,M,328.0,F,8123.0,F,5808.0,M
1455-134435-0050_6529-62556-0012_7780-274562-0073_6181-216552-0111,1455.0,M,6529.0,M,7780.0,F,6181.0,M
4788-94904-0026_625-132118-0031_6078-54007-0041_4267-78186-0009,4788.0,M,625.0,M,6078.0,F,4267.0,M
2182-181173-0020_7226-86965-0014_1970-28415-0006_445-123860-0010,2182.0,F,7226.0,M,1970.0,F,445.0,M
4267-287369-0010_26-495-0027_909-131045-0023_8629-261139-0001,4267.0,M,26.0,M,909.0,M,8629.0,M
2989-138035-0013_5789-70653-0009_3112-9555-0050_3374-298026-0041,2989.0,F,5789.0,F,3112.0,F,3374.0,M
6437-66173-0031_2989-138028-0070_1081-125237-0079_5703-47198-0007,6437.0,M,2989.0,F,1081.0,M,5703.0,M
5322-7679-0017_6531-61334-0034_1447-130550-0020_7078-271888-0041,5322.0,M,6531.0,F,1447.0,F,7078.0,F
3857-182315-0042_1594-135914-0120_2289-152254-0021_19-198-0007,3857.0,M,1594.0,M,2289.0,M,19.0,F
3983-5371-0015_5192-19396-0002_2910-131096-0006_311-124404-0045,3983.0,F,5192.0,M,2910.0,F,311.0,M
6563-285357-0006_8108-274318-0000_200-124139-0007_311-124404-0057,6563.0,M,8108.0,M,200.0,F,311.0,M
4406-16883-0017_909-131041-0031_4788-91208-0004_3235-11599-0013,4406.0,M,909.0,M,4788.0,M,3235.0,F
3240-131232-0029_8312-279791-0041_1594-135914-0098_2893-139310-0008,3240.0,M,8312.0,F,1594.0,M,2893.0,M
1624-168623-0052_19-227-0030_7264-92316-0014_8088-284756-0078,1624.0,M,19.0,F,7264.0,M,8088.0,M
441-130108-0024_3440-171009-0018_6078-54007-0049_1040-133433-0035,441.0,F,3440.0,F,6078.0,F,1040.0,M
3699-19401-0021_200-126784-0004_4018-103416-0006_27-123349-0009,3699.0,M,200.0,F,4018.0,M,27.0,M
7059-77897-0019_1553-140047-0020_2817-142380-0020_3723-171631-0017,7059.0,F,1553.0,F,2817.0,F,3723.0,M
3807-4923-0031_7059-77897-0011_6367-65536-0003_4088-158077-0037,3807.0,M,7059.0,F,6367.0,M,4088.0,F
78-369-0004_2952-410-0052_1098-133695-0067_2911-7601-0030,78.0,M,2952.0,M,1098.0,F,2911.0,M
83-11691-0028_1737-142397-0019_3374-298032-0015_6531-61334-0041,83.0,F,1737.0,F,3374.0,M,6531.0,F
5463-39174-0033_2416-152137-0000_5688-41232-0028_87-121553-0091,5463.0,M,2416.0,F,5688.0,F,87.0,F
198-209-0034_403-126855-0021_7148-7763-0023_3214-167607-0031,198.0,F,403.0,F,7148.0,F,3214.0,M
83-11691-0038_248-130652-0017_2843-152918-0086_3112-9555-0063,83.0,F,248.0,F,2843.0,M,3112.0,F
458-126294-0005_3526-176653-0032_5322-7680-0027_4406-16883-0037,458.0,M,3526.0,F,5322.0,M,4406.0,M
4014-186175-0021_3112-9555-0030_8747-293952-0036_233-155990-0028,4014.0,M,3112.0,F,8747.0,M,233.0,M
3112-9555-0035_196-122152-0029_6476-96661-0028_1334-135589-0021,3112.0,F,196.0,M,6476.0,F,1334.0,M
6563-285357-0015_2196-170151-0002_481-123719-0010_1034-121119-0020,6563.0,M,2196.0,F,481.0,M,1034.0,M
4195-186237-0016_83-9960-0015_8975-270782-0022_481-123720-0012,4195.0,F,83.0,F,8975.0,F,481.0,M
7505-83618-0002_909-131045-0012_8312-279791-0032_32-4137-0000,7505.0,M,909.0,M,8312.0,F,32.0,F
5393-19218-0037_7226-86965-0049_125-121342-0043_2817-142380-0022,5393.0,F,7226.0,M,125.0,F,2817.0,F
1334-135589-0100_7078-271888-0030_7278-104730-0023_1867-154071-0019,1334.0,M,7078.0,F,7278.0,M,1867.0,M
6064-300880-0030_7780-274562-0046_2843-152918-0033_2836-5355-0014,6064.0,F,7780.0,F,2843.0,M,2836.0,F
5104-33407-0045_4853-27671-0015_1116-137572-0043_2989-138028-0028,5104.0,M,4853.0,F,1116.0,F,2989.0,F
3214-167602-0034_481-123719-0000_8226-274371-0033_3857-180923-0013,3214.0,M,481.0,M,8226.0,M,3857.0,M
3830-12531-0011_6078-54013-0020_4340-15220-0040_1553-140048-0008,3830.0,M,6078.0,F,4340.0,F,1553.0,F
6078-54013-0053_4859-22176-0024_1502-122619-0069_198-126831-0021,6078.0,F,4859.0,M,1502.0,F,198.0,F
3168-173565-0061_7078-271888-0085_8425-246962-0003_5049-25947-0119,3168.0,M,7078.0,F,8425.0,M,5049.0,M
3214-167607-0017_8312-279791-0004_3807-4923-0045_8770-295462-0014,3214.0,M,8312.0,F,3807.0,M,8770.0,M
8063-274116-0039_3807-4955-0025_3879-174923-0067_839-130898-0064,8063.0,M,3807.0,M,3879.0,F,839.0,M
8312-279790-0016_5808-48608-0044_2514-149482-0034_4441-76250-0026,8312.0,F,5808.0,M,2514.0,M,4441.0,M
1737-142396-0004_3168-173565-0008_78-369-0017_5678-43301-0000,1737.0,F,3168.0,M,78.0,M,5678.0,M
4853-29413-0015_6147-34606-0016_5703-47212-0006_5867-48852-0045,4853.0,F,6147.0,F,5703.0,M,5867.0,F
412-126975-0026_460-172359-0096_2836-5355-0030_2691-156755-0033,412.0,M,460.0,M,2836.0,F,2691.0,F
