mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
5789-57158-0032_211-122442-0011,5789.0,F,211.0,F
1723-141149-0097_6476-57446-0078,1723.0,M,6476.0,F
40-121026-0006_248-130697-0030,40.0,F,248.0,F
32-4137-0003_6848-252322-0008,32.0,F,6848.0,M
7190-90542-0003_4267-72637-0033,7190.0,M,4267.0,M
6181-216552-0093_4830-25904-0040,6181.0,M,4830.0,M
125-121124-0012_8770-295462-0019,125.0,F,8770.0,M
60-121082-0027_7517-100437-0016,60.0,M,7517.0,F
6064-56165-0013_7059-77897-0007,6064.0,F,7059.0,F
6000-55211-0048_226-131532-0014,6000.0,F,226.0,F
4051-11217-0004_6181-216552-0017,4051.0,F,6181.0,M
248-130697-0010_4267-287369-0034,248.0,F,4267.0,M
5463-39173-0026_6437-66173-0060,5463.0,M,6437.0,M
5750-100289-0009_5192-19396-0016,5750.0,M,5192.0,M
909-131041-0026_83-3054-0012,909.0,M,83.0,F
6437-66172-0042_3240-131232-0022,6437.0,M,3240.0,M
6272-70168-0027_60-121082-0029,6272.0,F,60.0,M
302-123516-0007_7113-86041-0029,302.0,F,7113.0,F
1447-130550-0015_374-180298-0031,1447.0,F,374.0,M
89-218-0053_8468-286673-0004,89.0,F,8468.0,F
2817-142380-0033_6078-54007-0040,2817.0,F,6078.0,F
374-180299-0039_6880-216547-0029,374.0,M,6880.0,M
730-358-0013_1069-133699-0048,730.0,F,1069.0,F
2436-2481-0022_8123-275209-0033,2436.0,M,8123.0,F
6272-70191-0013_4898-28461-0028,6272.0,F,4898.0,M
27-123349-0026_4397-15668-0015,27.0,M,4397.0,M
6385-34669-0001_8770-295462-0005,6385.0,F,8770.0,M
250-142276-0057_40-222-0026,250.0,F,40.0,F
8838-298545-0007_4397-15668-0025,8838.0,M,4397.0,M
2514-149482-0042_2691-156755-0000,2514.0,M,2691.0,F
1578-6379-0047_625-132112-0024,1578.0,F,625.0,M
3723-171631-0013_5339-14134-0065,3723.0,M,5339.0,F
7302-86814-0022_4018-107338-0006,7302.0,F,4018.0,M
1355-39947-0085_8425-246962-0012,1355.0,M,8425.0,M
460-172359-0046_196-122159-0029,460.0,M,196.0,M
8425-287387-0014_587-54108-0037,8425.0,M,587.0,F
1246-124548-0005_1926-147979-0025,1246.0,F,1926.0,F
2764-36619-0020_2518-154826-0054,2764.0,F,2518.0,M
1246-124548-0004_4362-15663-0025,1246.0,F,4362.0,F
1081-125237-0029_2691-156750-0010,1081.0,M,2691.0,F
200-124140-0009_125-121124-0040,200.0,F,125.0,F
5049-25947-0106_1355-39947-0000,5049.0,M,1355.0,M
2691-156745-0033_6209-34600-0004,2691.0,F,6209.0,M
1246-124548-0023_669-129061-0042,1246.0,F,669.0,F
3983-5331-0047_7447-91187-0061,3983.0,F,7447.0,M
1867-154071-0042_4362-15663-0029,1867.0,M,4362.0,F
201-127786-0080_248-130644-0013,201.0,M,248.0,F
6476-96661-0027_150-126107-0032,6476.0,F,150.0,F
1898-145715-0026_8975-270782-0041,1898.0,F,8975.0,F
1992-141719-0008_6454-107462-0029,1992.0,F,6454.0,M
374-180299-0012_5390-24512-0031,374.0,M,5390.0,M
2136-5143-0002_446-123501-0003,2136.0,M,446.0,M
8468-294887-0038_403-216-0007,8468.0,F,403.0,F
1553-140048-0023_3440-171009-0019,1553.0,F,3440.0,F
1455-134435-0068_7780-274562-0087,1455.0,M,7780.0,F
6272-70168-0014_1970-28415-0004,6272.0,F,1970.0,F
1594-135914-0018_32-4137-0050,1594.0,M,32.0,F
26-495-0084_5456-62043-0017,26.0,M,5456.0,M
4859-22176-0019_1963-142393-0056,4859.0,M,1963.0,F
2989-138035-0032_5789-70653-0016,2989.0,F,5789.0,F
1970-10594-0042_150-126112-0016,1970.0,F,150.0,F
8838-298546-0016_3983-5331-0014,8838.0,M,3983.0,F
3664-178366-0007_1263-139804-0012,3664.0,M,1263.0,F
3857-182315-0015_4406-16883-0009,3857.0,M,4406.0,M
7800-283478-0009_669-129061-0062,7800.0,F,669.0,F
226-131532-0001_6272-70191-0033,226.0,F,6272.0,F
150-126107-0020_7505-258964-0003,150.0,F,7505.0,M
458-126290-0010_6078-54007-0043,458.0,M,6078.0,F
669-129074-0012_233-155990-0009,669.0,F,233.0,M
1841-179183-0030_2416-152139-0038,1841.0,F,2416.0,F
2416-152139-0054_5789-57158-0009,2416.0,F,5789.0,F
8419-293473-0012_7505-258958-0032,8419.0,M,7505.0,M
3857-182315-0034_118-47824-0054,3857.0,M,118.0,M
6925-80680-0072_4813-248641-0046,6925.0,M,4813.0,M
7635-105409-0057_4297-13009-0043,7635.0,F,4297.0,F
332-128985-0063_311-124404-0035,332.0,M,311.0,M
1970-28415-0030_2289-152254-0004,1970.0,F,2289.0,M
7517-100429-0012_1334-135589-0034,7517.0,F,1334.0,M
6563-285357-0022_27-123349-0039,6563.0,M,27.0,M
5322-7679-0016_2182-181173-0030,5322.0,M,2182.0,F
6367-65536-0062_7067-76047-0007,6367.0,M,7067.0,M
7859-102519-0019_6209-34599-0023,7859.0,F,6209.0,M
4160-11550-0019_3607-135982-0015,4160.0,F,3607.0,M
1898-145715-0050_2092-145706-0002,1898.0,F,2092.0,F
405-130894-0023_5192-19397-0064,405.0,M,5192.0,M
201-127786-0033_3807-4955-0020,201.0,M,3807.0,M
1502-122619-0067_7302-86815-0032,1502.0,F,7302.0,F
4680-16041-0010_1502-122619-0040,4680.0,F,1502.0,F
1116-137572-0018_3240-131231-0039,1116.0,F,3240.0,M
4481-17499-0016_3240-131231-0004,4481.0,F,3240.0,M
6529-62556-0010_7148-82991-0023,6529.0,M,7148.0,F
4014-186183-0024_2007-132570-0014,4014.0,M,2007.0,F
3947-13262-0028_8063-274116-0033,3947.0,F,8063.0,M
587-54108-0057_1723-141149-0081,587.0,F,1723.0,M
19-227-0013_8747-293952-0002,19.0,F,8747.0,M
6181-216552-0076_8098-278252-0012,6181.0,M,8098.0,M
1447-130552-0011_6019-3185-0070,1447.0,F,6019.0,M
200-124139-0023_1737-146161-0005,200.0,F,1737.0,F
89-219-0028_6880-216547-0038,89.0,F,6880.0,M
887-123289-0014_125-121342-0030,887.0,F,125.0,F
5192-19397-0076_3242-8112-0022,5192.0,M,3242.0,M
2416-152137-0033_39-121914-0053,2416.0,F,39.0,F
4195-186238-0016_1263-138246-0036,4195.0,F,1263.0,F
5808-48608-0010_8095-274345-0007,5808.0,M,8095.0,M
6019-3185-0104_2952-410-0008,6019.0,M,2952.0,M
6848-76049-0017_1963-147036-0000,6848.0,M,1963.0,F
1116-132851-0001_8123-275209-0031,1116.0,F,8123.0,F
7264-92314-0009_8770-295465-0032,7264.0,M,8770.0,M
8425-291444-0017_1743-142913-0007,8425.0,M,1743.0,M
248-130652-0012_8580-287363-0005,248.0,F,8580.0,M
8580-287364-0020_4137-11702-0030,8580.0,M,4137.0,F
7780-274562-0013_4397-15678-0042,7780.0,F,4397.0,M
2817-142380-0008_1355-39947-0067,2817.0,F,1355.0,M
5463-39174-0050_254-145458-0004,5463.0,M,254.0,M
5750-100289-0077_4362-15663-0101,5750.0,M,4362.0,F
1235-135884-0029_8095-274348-0006,1235.0,M,8095.0,M
1553-140047-0035_3830-12530-0030,1553.0,F,3830.0,M
5456-62014-0003_481-123720-0024,5456.0,M,481.0,M
4859-26870-0005_6836-76549-0007,4859.0,M,6836.0,M
2893-139322-0001_5104-33406-0048,2893.0,M,5104.0,M
6818-68772-0043_1246-135815-0007,6818.0,F,1246.0,F
2691-156750-0024_211-122425-0032,2691.0,F,211.0,F
1743-142913-0023_6081-41998-0031,1743.0,M,6081.0,M
7312-92432-0024_4267-287369-0011,7312.0,M,4267.0,M
1502-122619-0030_1363-135842-0047,1502.0,F,1363.0,F
7067-76047-0031_6476-57446-0015,7067.0,M,6476.0,F
1363-135842-0031_2518-154825-0049,1363.0,F,2518.0,M
7148-59157-0010_5393-19218-0008,7148.0,F,5393.0,F
7447-91187-0047_426-122819-0032,7447.0,M,426.0,F
1034-121119-0032_163-122947-0073,1034.0,M,163.0,M
730-359-0018_426-122822-0018,730.0,F,426.0,F
2910-131096-0008_2136-5143-0036,2910.0,F,2136.0,M
5652-39938-0034_233-134440-0061,5652.0,F,233.0,M
3857-180923-0017_78-369-0043,3857.0,M,78.0,M
39-121915-0001_7067-76047-0048,39.0,F,7067.0,M
198-126831-0016_5703-47198-0002,198.0,F,5703.0,M
125-121124-0009_1502-122615-0014,125.0,F,1502.0,F
254-12312-0005_289-121665-0010,254.0,M,289.0,F
1034-121119-0077_5514-19192-0048,1034.0,M,5514.0,F
831-130746-0044_1455-134435-0057,831.0,M,1455.0,M
5808-48608-0051_4160-14187-0028,5808.0,M,4160.0,F
8312-279790-0021_2436-2481-0005,8312.0,F,2436.0,M
3723-171115-0024_2514-149482-0095,3723.0,M,2514.0,M
78-369-0040_6925-80680-0055,78.0,M,6925.0,M
6064-56168-0026_1081-125237-0110,6064.0,F,1081.0,M
8747-293952-0099_1867-154075-0033,8747.0,M,1867.0,M
2384-152900-0043_458-126294-0006,2384.0,M,458.0,M
5456-58161-0014_8419-286667-0002,5456.0,M,8419.0,M
2843-152918-0062_1040-133433-0021,2843.0,M,1040.0,M
625-132112-0054_2007-149877-0048,625.0,M,2007.0,F
2843-152918-0056_2002-139469-0025,2843.0,M,2002.0,M
1867-148436-0041_3857-182317-0025,1867.0,M,3857.0,M
3983-5371-0008_4340-15220-0009,3983.0,F,4340.0,F
2989-138035-0018_8312-279790-0015,2989.0,F,8312.0,F
4051-11218-0036_2159-179156-0023,4051.0,F,2159.0,M
3857-182317-0017_7800-283493-0016,3857.0,M,7800.0,F
3240-131232-0021_2436-2477-0024,3240.0,M,2436.0,M
403-216-0000_4813-248641-0021,403.0,F,4813.0,M
7794-295947-0007_248-130644-0020,7794.0,F,248.0,F
8465-246947-0002_5703-47198-0037,8465.0,F,5703.0,M
1447-17506-0007_8226-274371-0035,1447.0,F,8226.0,M
587-54108-0053_3607-29116-0015,587.0,F,3607.0,M
4088-158079-0013_7078-271888-0061,4088.0,F,7078.0,F
6081-41998-0035_3830-12529-0005,6081.0,M,3830.0,M
3112-9555-0009_1502-122619-0073,3112.0,F,1502.0,F
4088-158077-0058_911-128684-0089,4088.0,F,911.0,M
1594-135914-0002_3112-9555-0012,1594.0,M,3112.0,F
328-129766-0023_6836-76549-0032,328.0,F,6836.0,M
446-123501-0005_2989-138028-0003,446.0,M,2989.0,F
8226-274371-0025_2817-142380-0034,8226.0,M,2817.0,F
8975-270782-0064_4051-10927-0026,8975.0,F,4051.0,F
7190-90542-0004_1447-130551-0023,7190.0,M,1447.0,F
6064-300880-0006_6367-74004-0017,6064.0,F,6367.0,M
198-126831-0001_6848-76049-0020,198.0,F,6848.0,M
5049-25947-0049_1723-141149-0036,5049.0,M,1723.0,M
3857-182315-0012_7635-105409-0049,3857.0,M,7635.0,F
1737-146161-0012_1578-6379-0026,1737.0,F,1578.0,F
3664-178366-0032_6437-66172-0017,3664.0,M,6437.0,M
3374-298032-0007_289-121665-0003,3374.0,M,289.0,F
4051-11218-0001_1743-142912-0013,4051.0,F,1743.0,M
27-124992-0002_1578-140049-0020,27.0,M,1578.0,F
89-219-0027_1963-142393-0030,89.0,F,1963.0,F
8063-274116-0021_248-130644-0012,8063.0,M,248.0,F
3168-173564-0015_3240-131231-0058,3168.0,M,3240.0,M
2893-139310-0000_1502-122615-0025,2893.0,M,1502.0,F
7312-92432-0004_405-130894-0057,7312.0,M,405.0,M
8051-119902-0028_6925-80680-0029,8051.0,F,6925.0,M
7800-283478-0028_8465-246940-0014,7800.0,F,8465.0,F
7505-258958-0011_8425-246962-0021,7505.0,M,8425.0,M
78-369-0006_7402-59171-0016,78.0,M,7402.0,M
2159-179156-0033_1235-135883-0042,2159.0,M,1235.0,M
8063-274116-0003_1743-142914-0014,8063.0,M,1743.0,M
1088-134315-0021_8238-274553-0028,1088.0,F,8238.0,F
2416-152137-0026_2843-152918-0025,2416.0,F,2843.0,M
460-172359-0029_2384-152900-0069,460.0,M,2384.0,M
8324-286683-0018_163-122947-0082,8324.0,F,163.0,M
6385-220959-0004_3214-167607-0024,6385.0,F,3214.0,M
3168-173565-0034_4397-15666-0011,3168.0,M,4397.0,M
6848-76049-0026_8063-274112-0036,6848.0,M,8063.0,M
446-123501-0012_5778-12761-0027,446.0,M,5778.0,F
289-121652-0002_8051-119902-0006,289.0,F,8051.0,F
2514-149482-0022_8630-305213-0043,2514.0,M,8630.0,M
8629-261140-0004_78-368-0017,8629.0,M,78.0,M
7800-283478-0002_2436-2477-0005,7800.0,F,2436.0,M
3374-298032-0003_1116-137572-0037,3374.0,M,1116.0,F
2391-145015-0053_250-142276-0037,2391.0,F,250.0,F
6531-61334-0049_4406-16882-0026,6531.0,F,4406.0,M
8088-284756-0041_2989-138035-0035,8088.0,M,2989.0,F
6529-62556-0007_7178-34644-0006,6529.0,M,7178.0,F
1624-168623-0047_7078-271888-0017,1624.0,M,7078.0,F
3168-173565-0039_6880-216547-0085,3168.0,M,6880.0,M
1116-132851-0012_1898-145724-0014,1116.0,F,1898.0,F
7367-86737-0081_5022-29411-0031,7367.0,M,5022.0,F
5393-19219-0049_1594-135914-0126,5393.0,F,1594.0,M
6272-70171-0024_7190-90543-0021,6272.0,F,7190.0,M
7190-90543-0027_4267-287369-0009,7190.0,M,4267.0,M
4788-294466-0022_2817-142371-0064,4788.0,M,2817.0,F
7635-105409-0062_8098-278278-0005,7635.0,F,8098.0,M
696-92939-0026_1867-148436-0037,696.0,F,1867.0,M
2989-138028-0057_8468-294887-0007,2989.0,F,8468.0,F
7302-86815-0044_3807-4923-0039,7302.0,F,3807.0,M
2002-139469-0009_4051-11218-0018,2002.0,M,4051.0,F
1069-133709-0021_669-129074-0026,1069.0,F,669.0,F
2002-139469-0056_5049-25947-0091,2002.0,M,5049.0,M
1970-10594-0013_1867-148436-0023,1970.0,F,1867.0,M
6818-76332-0054_8630-305213-0034,6818.0,F,8630.0,M
8609-283227-0052_1723-141149-0107,8609.0,M,1723.0,M
2691-156745-0001_4267-78186-0007,2691.0,F,4267.0,M
481-123720-0054_7794-295947-0011,481.0,M,7794.0,F
5163-39921-0047_5652-19215-0003,5163.0,F,5652.0,F
211-122442-0000_8580-287363-0001,211.0,F,8580.0,M
412-126975-0034_7302-86815-0043,412.0,M,7302.0,F
625-132118-0002_39-121916-0002,625.0,M,39.0,F
2514-149482-0074_8108-280359-0025,2514.0,M,8108.0,M
1040-133433-0032_83-9960-0040,1040.0,M,83.0,F
6563-285357-0034_103-1241-0041,6563.0,M,103.0,F
7780-274562-0017_6078-54007-0032,7780.0,F,6078.0,F
87-121553-0034_5456-24741-0008,87.0,F,5456.0,M
2893-139322-0047_5163-39921-0011,2893.0,M,5163.0,F
5022-29411-0008_8609-262281-0007,5022.0,F,8609.0,M
4160-14187-0002_3723-171631-0035,4160.0,F,3723.0,M
6272-70171-0017_83-3054-0009,6272.0,F,83.0,F
8468-294887-0026_839-130898-0039,8468.0,F,839.0,M
250-142276-0008_211-122442-0056,250.0,F,211.0,F
587-41619-0008_887-123291-0030,587.0,F,887.0,F
5867-48852-0084_5022-29411-0047,5867.0,F,5022.0,F
587-54108-0001_405-130894-0077,587.0,F,405.0,M
2002-139469-0064_7148-82991-0017,2002.0,M,7148.0,F
1594-135914-0008_196-122150-0030,1594.0,M,196.0,M
3436-172162-0037_8425-246962-0003,3436.0,M,8425.0,M
4018-107338-0003_4051-11218-0012,4018.0,M,4051.0,F
2289-152254-0002_163-122947-0058,2289.0,M,163.0,M
6019-3185-0019_6272-70191-0026,6019.0,M,6272.0,F
5652-39938-0047_8063-274112-0000,5652.0,F,8063.0,M
5022-29405-0023_2514-149482-0009,5022.0,F,2514.0,M
625-132112-0029_831-130746-0050,625.0,M,831.0,M
150-132655-0004_2514-149482-0092,150.0,F,2514.0,M
2092-145706-0032_2391-145015-0110,2092.0,F,2391.0,F
6415-111615-0034_481-123720-0041,6415.0,F,481.0,M
1098-133695-0036_4397-15666-0019,1098.0,F,4397.0,M
6880-216547-0030_831-130746-0020,6880.0,M,831.0,M
1183-128659-0011_103-1240-0006,1183.0,F,103.0,F
60-121082-0017_587-41619-0016,60.0,M,587.0,F
1447-130552-0014_1723-141149-0088,1447.0,F,1723.0,M
445-123860-0012_6437-66172-0034,445.0,M,6437.0,M
7859-102521-0002_7447-91187-0017,7859.0,F,7447.0,M
5688-41232-0030_839-130898-0048,5688.0,F,839.0,M
7402-59171-0048_6272-70168-0011,7402.0,M,6272.0,F
625-132118-0043_405-130895-0027,625.0,M,405.0,M
3436-172162-0051_4830-25904-0016,3436.0,M,4830.0,M
8088-284756-0071_4014-186183-0010,8088.0,M,4014.0,M
1069-133709-0026_6081-41998-0004,1069.0,F,6081.0,M
8324-286682-0047_2391-145015-0076,8324.0,F,2391.0,F
5678-43301-0010_5049-25947-0041,5678.0,M,5049.0,M
1624-142933-0022_6529-62554-0034,1624.0,M,6529.0,M
32-21634-0006_5456-58161-0028,32.0,F,5456.0,M
3112-9555-0004_2391-145015-0001,3112.0,F,2391.0,F
233-134440-0004_3168-173565-0031,233.0,M,3168.0,M
2514-149482-0079_3723-171631-0050,2514.0,M,3723.0,M
1363-139304-0044_3436-172171-0052,1363.0,F,3436.0,M
5808-48608-0035_3526-175658-0002,5808.0,M,3526.0,F
2911-12359-0014_696-93314-0007,2911.0,M,696.0,F
163-122947-0079_625-132112-0008,163.0,M,625.0,M
254-127705-0035_3112-9555-0050,254.0,M,3112.0,F
1970-10594-0036_8419-293473-0008,1970.0,F,8419.0,M
4898-20016-0006_460-172359-0044,4898.0,M,460.0,M
8630-305212-0017_5688-41232-0034,8630.0,M,5688.0,F
3112-9555-0091_7302-86815-0055,3112.0,F,7302.0,F
5678-43303-0027_89-219-0029,5678.0,M,89.0,F
8098-278252-0011_5561-39621-0025,8098.0,M,5561.0,F
6209-34600-0021_1594-135914-0035,6209.0,M,1594.0,M
1081-125237-0099_7113-86041-0091,1081.0,M,7113.0,F
3486-166424-0040_2989-138035-0069,3486.0,M,2989.0,F
6529-62556-0011_2092-145709-0014,6529.0,M,2092.0,F
6147-34607-0025_1578-140049-0021,6147.0,F,1578.0,F
5561-41615-0029_6415-116629-0000,5561.0,F,6415.0,F
8630-305212-0037_6415-100596-0012,8630.0,M,6415.0,F
4195-17507-0003_1263-141777-0034,4195.0,F,1263.0,F
4898-20016-0001_6209-34600-0013,4898.0,M,6209.0,M
2436-2481-0020_4267-72637-0019,2436.0,M,4267.0,M
7067-76047-0032_5750-100289-0043,7067.0,M,5750.0,M
3699-175950-0006_2691-156745-0024,3699.0,M,2691.0,F
7059-77897-0011_1447-17506-0006,7059.0,F,1447.0,F
322-124147-0049_78-369-0035,322.0,F,78.0,M
198-209-0023_6064-300880-0005,198.0,F,6064.0,F
2691-156750-0021_6209-34601-0038,2691.0,F,6209.0,M
198-126831-0040_83-3054-0007,198.0,F,83.0,F
3830-12530-0032_6848-252322-0021,3830.0,M,6848.0,M
298-126790-0001_2002-139469-0034,298.0,F,2002.0,M
1455-134435-0028_4362-15663-0063,1455.0,M,4362.0,F
839-130898-0004_6836-76549-0015,839.0,M,6836.0,M
2952-410-0016_4898-20016-0019,2952.0,M,4898.0,M
2007-132570-0046_8123-275216-0011,2007.0,F,8123.0,F
1088-129236-0030_5393-19219-0047,1088.0,F,5393.0,F
8609-262281-0020_4137-11702-0021,8609.0,M,4137.0,F
5561-41615-0013_445-123860-0004,5561.0,F,445.0,M
8975-270782-0018_8580-287364-0047,8975.0,F,8580.0,M
302-123516-0003_40-121026-0015,302.0,F,40.0,F
3699-19401-0004_1235-135887-0006,3699.0,M,1235.0,M
5514-19192-0011_2136-5147-0013,5514.0,F,2136.0,M
322-124146-0006_1246-135815-0024,322.0,F,1246.0,F
7278-91083-0030_2518-154826-0010,7278.0,M,2518.0,M
2989-138035-0030_2007-149877-0023,2989.0,F,2007.0,F
8051-118101-0011_7794-295948-0010,8051.0,F,7794.0,F
5789-57195-0011_6476-96661-0029,5789.0,F,6476.0,F
4362-15663-0062_1246-124548-0029,4362.0,F,1246.0,F
40-222-0003_7264-92316-0043,40.0,F,7264.0,M
2836-5355-0031_5022-29405-0022,2836.0,F,5022.0,F
8419-286667-0030_201-122255-0033,8419.0,M,201.0,M
4788-91208-0001_7402-59171-0031,4788.0,M,7402.0,M
7264-92314-0023_5808-54425-0016,7264.0,M,5808.0,M
8088-284756-0078_8095-274348-0005,8088.0,M,8095.0,M
5390-30096-0025_2893-139310-0046,5390.0,M,2893.0,M
322-124147-0054_441-128982-0003,322.0,F,441.0,F
2289-152253-0029_3440-171009-0023,2289.0,M,3440.0,F
118-124588-0005_7800-283493-0030,118.0,M,7800.0,F
8465-246947-0013_7517-100437-0001,8465.0,F,7517.0,F
3982-178459-0038_6147-34605-0014,3982.0,F,6147.0,F
8063-274117-0024_3607-29116-0021,8063.0,M,3607.0,M
125-121124-0035_1867-148436-0005,125.0,F,1867.0,M
233-134440-0044_2436-2477-0036,233.0,M,2436.0,M
8465-246940-0015_26-495-0052,8465.0,F,26.0,M
3723-171631-0041_2136-5140-0017,3723.0,M,2136.0,M
7367-86737-0029_2289-152258-0020,7367.0,M,2289.0,M
5393-19219-0045_3947-13262-0022,5393.0,F,3947.0,F
8226-274369-0059_19-227-0018,8226.0,M,19.0,F
1624-142933-0039_5393-19219-0034,1624.0,M,5393.0,F
4853-29413-0003_5750-35690-0026,4853.0,F,5750.0,M
4051-10927-0010_4267-287369-0022,4051.0,F,4267.0,M
7635-105661-0002_3983-5331-0004,7635.0,F,3983.0,F
8051-119902-0004_3879-174923-0003,8051.0,F,3879.0,F
2893-139322-0016_2289-152257-0010,2893.0,M,2289.0,M
839-130898-0058_730-360-0017,839.0,M,730.0,F
7190-90542-0020_5688-15787-0040,7190.0,M,5688.0,F
1088-134315-0033_4137-11702-0004,1088.0,F,4137.0,F
2989-138035-0071_196-122150-0032,2989.0,F,196.0,M
481-123720-0031_3168-173564-0038,481.0,M,3168.0,M
6078-54013-0059_8226-274369-0001,6078.0,F,8226.0,M
405-130895-0013_7635-105661-0041,405.0,M,7635.0,F
307-127540-0018_3983-5331-0050,307.0,M,3983.0,F
3947-13260-0025_2893-139310-0030,3947.0,F,2893.0,M
226-131532-0008_2182-181173-0003,226.0,F,2182.0,F
5456-24741-0021_3436-172162-0033,5456.0,M,3436.0,M
248-130652-0002_5652-19215-0000,248.0,F,5652.0,F
2289-152257-0020_8609-262281-0032,2289.0,M,8609.0,M
1235-135883-0000_8629-261139-0005,1235.0,M,8629.0,M
5322-7679-0021_5049-25947-0122,5322.0,M,5049.0,M
6385-220959-0007_1970-10594-0032,6385.0,F,1970.0,F
5688-41232-0045_2843-152918-0078,5688.0,F,2843.0,M
332-128985-0066_587-54108-0004,332.0,M,587.0,F
8238-274553-0010_7190-90543-0000,8238.0,F,7190.0,M
3807-4955-0009_150-126107-0040,3807.0,M,150.0,F
1263-141777-0023_5390-24512-0014,1263.0,F,5390.0,M
8226-274369-0055_39-121914-0029,8226.0,M,39.0,F
4813-248638-0005_6437-66172-0032,4813.0,M,6437.0,M
