mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
1731-142320-0044_6206-14960-0013_3615-14672-0033,1731.0,F,6206.0,F,3615.0,F
2790-142824-0047_204-287139-0009_4116-13256-0007,2790.0,F,204.0,M,4116.0,F
2272-152264-0007_882-123266-0028_1348-135832-0005,2272.0,M,882.0,F,1348.0,F
4238-12895-0029_1283-136983-0001_6538-81843-0010,4238.0,F,1283.0,M,6538.0,M
1093-132891-0077_2393-144496-0027_409-124990-0015,1093.0,F,2393.0,M,409.0,M
2758-86588-0017_2473-157861-0035_5588-39648-0004,2758.0,F,2473.0,M,5588.0,F
3866-173230-0034_731-366-0058_7240-92202-0025,3866.0,M,731.0,F,7240.0,F
1001-134707-0038_112-121671-0025_3072-155948-0045,1001.0,M,112.0,F,3072.0,M
7995-276908-0031_5883-59268-0115_830-130728-0002,7995.0,F,5883.0,M,830.0,F
6683-63839-0003_3483-119637-0038_6167-282391-0012,6683.0,F,3483.0,M,6167.0,F
8722-296473-0028_8592-285135-0043_7730-304534-0013,8722.0,F,8592.0,M,7730.0,F
1093-132891-0103_56-1733-0031_4044-9010-0063,1093.0,F,56.0,F,4044.0,F
9023-296467-0011_8080-274558-0006_7434-96672-0039,9023.0,F,8080.0,F,7434.0,F
1001-134708-0001_6286-69422-0035_2494-156017-0013,1001.0,M,6286.0,F,2494.0,M
4731-58193-0041_6032-58192-0057_2498-134816-0008,4731.0,F,6032.0,F,2498.0,F
5723-43296-0035_5985-63885-0025_512-124520-0008,5723.0,F,5985.0,M,512.0,M
1392-128226-0000_1060-134451-0023_724-123284-0014,1392.0,M,1060.0,F,724.0,M
724-123284-0010_7739-8592-0067_398-130093-0084,724.0,M,7739.0,F,398.0,M
3493-46712-0041_1943-138033-0024_345-1120-0025,3493.0,F,1943.0,M,345.0,M
2110-161100-0035_6924-114452-0009_6006-57831-0012,2110.0,M,6924.0,F,6006.0,F
7240-92202-0001_3728-105398-0056_2577-157236-0110,7240.0,F,3728.0,F,2577.0,F
192-128345-0059_2481-12731-0005_8534-216564-0034,192.0,F,2481.0,F,8534.0,M
2334-150915-0071_7339-86804-0027_6160-44912-0040,2334.0,M,7339.0,M,6160.0,F
1513-140222-0027_5304-55856-0025_1752-16632-0038,1513.0,M,5304.0,M,1752.0,F
593-126929-0021_2654-158744-0040_3370-163384-0008,593.0,M,2654.0,M,3370.0,M
637-127595-0024_6388-64974-0098_2823-160964-0007,637.0,M,6388.0,F,2823.0,M
6188-78885-0039_7832-258250-0034_3551-7894-0018,6188.0,F,7832.0,M,3551.0,F
3330-172156-0021_4734-220951-0042_2411-132532-0000,3330.0,F,4734.0,M,2411.0,F
7495-252342-0020_8705-290363-0010_8699-291107-0010,7495.0,F,8705.0,M,8699.0,F
501-125127-0038_4744-4158-0041_55-121068-0002,501.0,M,4744.0,F,55.0,M
6054-41610-0014_4013-11734-0015_2238-121415-0033,6054.0,F,4013.0,M,2238.0,M
1058-131113-0059_1271-133279-0029_4899-32637-0011,1058.0,M,1271.0,M,4899.0,F
4719-25765-0029_501-125127-0033_7000-83696-0048,4719.0,M,501.0,M,7000.0,M
948-132707-0002_242-122626-0009_806-123715-0031,948.0,F,242.0,F,806.0,M
6510-62516-0039_3513-163607-0028_3645-186230-0012,6510.0,M,3513.0,F,3645.0,F
274-121392-0024_4071-176278-0024_7169-89735-0020,274.0,F,4071.0,F,7169.0,M
3215-5758-0003_5039-1189-0003_4590-18006-0021,3215.0,F,5039.0,F,4590.0,M
1460-138290-0002_1053-132821-0012_5604-26956-0025,1460.0,F,1053.0,F,5604.0,F
4586-61776-0030_5333-5083-0041_1311-134170-0015,4586.0,M,5333.0,M,1311.0,M
5123-34572-0059_2598-4654-0036_23-124439-0027,5123.0,M,2598.0,F,23.0,F
7229-80665-0045_2294-169656-0024_4331-57179-0046,7229.0,F,2294.0,M,4331.0,F
55-121069-0042_7061-88086-0036_7932-93470-0024,55.0,M,7061.0,M,7932.0,F
5684-46243-0011_7335-290365-0046_561-126312-0001,5684.0,F,7335.0,F,561.0,M
6139-58868-0037_4116-13265-0006_6258-49755-0034,6139.0,F,4116.0,F,6258.0,M
6080-58025-0032_3482-170452-0009_6727-10344-0039,6080.0,M,3482.0,F,6727.0,M
70-121127-0043_1283-136983-0041_6032-56222-0002,70.0,M,1283.0,M,6032.0,F
1974-139741-0066_5975-54006-0030_2238-121413-0009,1974.0,F,5975.0,M,2238.0,M
208-126600-0027_2162-164461-0036_5389-4861-0001,208.0,F,2162.0,M,5389.0,M
5809-51163-0025_7229-80656-0033_688-1070-0008,5809.0,F,7229.0,F,688.0,F
225-131256-0008_475-125002-0024_2573-178450-0025,225.0,F,475.0,M,2573.0,F
5914-52088-0060_5570-73848-0029_6104-58845-0047,5914.0,M,5570.0,F,6104.0,F
472-129994-0024_4438-48513-0036_3654-171137-0013,472.0,F,4438.0,M,3654.0,M
5809-51162-0028_2816-4136-0018_1392-128226-0014,5809.0,F,2816.0,M,1392.0,M
8097-282406-0013_666-11243-0040_6099-69550-0019,8097.0,F,666.0,F,6099.0,F
4733-6398-0035_1811-129443-0029_225-131276-0025,4733.0,M,1811.0,M,225.0,F
7933-113273-0017_203-126577-0026_953-130625-0071,7933.0,F,203.0,F,953.0,M
3686-171133-0012_7926-254949-0001_1212-185485-0022,3686.0,M,7926.0,M,1212.0,F
3816-19585-0035_1212-14653-0004_3866-173230-0031,3816.0,F,1212.0,F,3866.0,M
8028-233382-0046_2589-22581-0002_2618-138042-0016,8028.0,M,2589.0,M,2618.0,M
3866-9920-0027_7732-107520-0045_2204-131732-0112,3866.0,M,7732.0,M,2204.0,F
5604-26987-0007_5513-39477-0045_3876-174960-0015,5604.0,F,5513.0,M,3876.0,F
9026-282385-0048_4495-10160-0047_1536-137608-0027,9026.0,F,4495.0,M,1536.0,M
3835-178030-0035_8643-298549-0043_5261-19373-0063,3835.0,M,8643.0,M,5261.0,M
8222-274378-0001_8300-275128-0066_3368-170951-0001,8222.0,M,8300.0,F,3368.0,M
1226-141279-0020_667-158816-0007_1777-142750-0017,1226.0,M,667.0,F,1777.0,M
1482-140071-0004_5513-39476-0047_1641-130505-0010,1482.0,M,5513.0,M,1641.0,F
7657-104717-0008_724-123285-0025_1987-144135-0058,7657.0,F,724.0,M,1987.0,M
5400-3587-0022_7832-114468-0012_98-199-0034,5400.0,F,7832.0,M,98.0,F
3869-700-0036_5868-54659-0004_1316-132782-0046,3869.0,M,5868.0,M,1316.0,M
4054-11077-0062_112-121727-0013_3979-10701-0017,4054.0,M,112.0,F,3979.0,F
5909-107621-0029_6788-96241-0022_4434-73957-0042,5909.0,M,6788.0,F,4434.0,F
4957-30119-0030_439-122810-0056_5304-109507-0017,4957.0,F,439.0,M,5304.0,M
2156-17942-0005_1079-128636-0008_6269-66184-0033,2156.0,M,1079.0,F,6269.0,M
3070-166423-0014_5246-30101-0029_3792-176660-0073,3070.0,M,5246.0,M,3792.0,M
5810-8674-0024_1053-132850-0023_1165-135220-0005,5810.0,M,1053.0,F,1165.0,M
698-122863-0037_7555-105394-0010_2269-88761-0037,698.0,F,7555.0,F,2269.0,F
9022-282357-0015_1777-142750-0026_3228-4687-0007,9022.0,F,1777.0,M,3228.0,F
1343-158796-0024_454-134728-0101_2039-141208-0059,1343.0,F,454.0,M,2039.0,M
2577-157236-0039_6388-64974-0087_5039-1188-0033,2577.0,F,6388.0,F,5039.0,F
1769-143485-0028_1634-141571-0054_1264-129805-0053,1769.0,M,1634.0,M,1264.0,M
8713-300047-0029_6690-73073-0042_1175-126221-0035,8713.0,M,6690.0,M,1175.0,M
707-138866-0056_4973-24515-0042_5239-31629-0031,707.0,M,4973.0,M,5239.0,M
2411-132532-0016_2269-147627-0005_3645-77173-0021,2411.0,F,2269.0,F,3645.0,F
8545-287671-0005_4071-39913-0024_4837-302000-0031,8545.0,F,4071.0,F,4837.0,F
6788-96241-0007_6330-66016-0040_5304-109507-0015,6788.0,F,6330.0,M,5304.0,M
6075-57156-0009_1390-130493-0008_81-121543-0038,6075.0,M,1390.0,F,81.0,M
8527-281131-0026_205-159056-0015_30-4445-0002,8527.0,M,205.0,F,30.0,F
8066-290901-0022_2012-139358-0012_93-123172-0020,8066.0,M,2012.0,M,93.0,F
3540-163612-0115_3876-174960-0045_5883-59268-0121,3540.0,M,3876.0,F,5883.0,M
7939-120318-0014_3340-170982-0021_3380-64298-0024,7939.0,M,3340.0,M,3380.0,F
549-126410-0078_2775-161226-0009_6032-56222-0013,549.0,F,2775.0,F,6032.0,F
4071-39913-0012_920-681-0040_731-366-0048,4071.0,F,920.0,F,731.0,F
3546-175390-0040_6673-72311-0060_6555-397-0006,3546.0,F,6673.0,F,6555.0,M
1316-132782-0011_836-130900-0042_1100-135264-0002,1316.0,M,836.0,M,1100.0,F
8725-294551-0051_258-130878-0002_8006-112593-0023,8725.0,M,258.0,M,8006.0,M
4133-6541-0050_1061-152224-0005_815-130105-0041,4133.0,M,1061.0,F,815.0,M
451-126829-0022_8388-275212-0048_7460-92002-0047,451.0,F,8388.0,F,7460.0,M
1259-137770-0040_850-131004-0018_100-121674-0013,1259.0,F,850.0,M,100.0,F
7383-95441-0022_2827-170440-0027_2012-139355-0037,7383.0,F,2827.0,M,2012.0,M
