mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex,speaker_3_ID,speaker_3_sex
8098-278252-0023_8014-112602-0034_6367-65536-0040,8098.0,M,8014.0,F,6367.0,M
4640-19188-0012_4680-16041-0007_1594-135914-0033,4640.0,F,4680.0,F,1594.0,M
6181-216552-0055_1088-134315-0035_887-123289-0001,6181.0,M,1088.0,F,887.0,F
6078-54013-0012_2911-7601-0020_307-127539-0026,6078.0,F,2911.0,M,307.0,M
27-124992-0032_7178-34645-0011_1743-142913-0017,27.0,M,7178.0,F,1743.0,M
302-123523-0019_8838-298545-0016_6064-56165-0017,302.0,F,8838.0,M,6064.0,F
6836-61803-0013_3879-174923-0064_2002-139469-0031,6836.0,M,3879.0,F,2002.0,M
3259-158083-0116_2514-149482-0011_201-127786-0067,3259.0,F,2514.0,M,201.0,M
4362-15663-0053_6078-54013-0055_403-128339-0024,4362.0,F,6078.0,F,403.0,F
3807-4923-0049_1455-138263-0032_4195-186238-0024,3807.0,M,1455.0,M,4195.0,F
7190-90542-0031_8098-275181-0008_5339-14134-0050,7190.0,M,8098.0,M,5339.0,F
1594-135914-0096_307-127539-0033_3879-173592-0011,1594.0,M,307.0,M,3879.0,F
2893-139310-0029_1246-124548-0033_3879-174923-0016,2893.0,M,1246.0,F,3879.0,F
2518-154825-0050_2691-156750-0011_6272-70168-0020,2518.0,M,2691.0,F,6272.0,F
8051-118101-0020_5393-19219-0025_426-122821-0003,8051.0,F,5393.0,F,426.0,F
211-122442-0081_5339-14133-0042_4340-15220-0089,211.0,F,5339.0,F,4340.0,F
730-360-0021_5393-19219-0046_250-142276-0044,730.0,F,5393.0,F,250.0,F
696-92939-0031_226-122538-0001_481-123720-0011,696.0,F,226.0,F,481.0,M
19-227-0047_8226-274369-0048_4214-7146-0055,19.0,F,8226.0,M,4214.0,F
1246-124550-0012_3699-19402-0006_6925-80680-0075,1246.0,F,3699.0,M,6925.0,M
7511-102420-0014_311-124404-0030_3214-167602-0031,7511.0,F,311.0,M,3214.0,M
7190-90542-0048_3607-135982-0051_911-128684-0025,7190.0,M,3607.0,M,911.0,M
3857-182317-0011_6272-70168-0026_6476-57446-0020,3857.0,M,6272.0,F,6476.0,F
1992-141719-0028_1963-147036-0015_1898-145715-0020,1992.0,F,1963.0,F,1898.0,F
3112-9555-0023_198-209-0038_4362-15663-0042,3112.0,F,198.0,F,4362.0,F
1081-125237-0058_7402-90848-0050_5393-19218-0020,1081.0,M,7402.0,M,5393.0,F
27-123349-0009_3982-178459-0055_5808-54425-0037,27.0,M,3982.0,F,5808.0,M
8095-274346-0027_6476-57446-0085_441-130108-0012,8095.0,M,6476.0,F,441.0,F
4830-25904-0007_248-130644-0007_4397-15678-0001,4830.0,M,248.0,F,4397.0,M
4297-13006-0018_2691-156755-0024_5652-19215-0038,4297.0,F,2691.0,F,5652.0,F
2910-131096-0050_8063-274115-0002_6848-252322-0027,2910.0,F,8063.0,M,6848.0,M
307-127540-0008_5049-25947-0073_233-134440-0047,307.0,M,5049.0,M,233.0,M
8975-270782-0008_7190-90543-0036_2136-5147-0000,8975.0,F,7190.0,M,2136.0,M
3235-28433-0010_2007-149877-0041_909-131045-0011,3235.0,F,2007.0,F,909.0,M
8088-284756-0106_78-368-0045_27-123349-0038,8088.0,M,78.0,M,27.0,M
233-155990-0033_5322-7678-0037_2136-5140-0029,233.0,M,5322.0,M,2136.0,M
2514-149482-0023_6147-34607-0008_5390-30102-0028,2514.0,M,6147.0,F,5390.0,M
60-121082-0084_8629-261139-0051_5456-58161-0025,60.0,M,8629.0,M,5456.0,M
19-227-0013_248-130652-0021_5022-29411-0008,19.0,F,248.0,F,5022.0,F
5778-54535-0037_3214-167607-0007_5049-25947-0091,5778.0,F,3214.0,M,5049.0,M
7517-100437-0023_5192-19396-0020_5463-39174-0043,7517.0,F,5192.0,M,5463.0,M
6880-216547-0010_8425-287387-0008_426-122819-0013,6880.0,M,8425.0,M,426.0,F
8609-262281-0013_1970-26100-0032_6880-216547-0084,8609.0,M,1970.0,F,6880.0,M
233-155990-0007_26-495-0066_1963-142393-0006,233.0,M,26.0,M,1963.0,F
125-121124-0044_6437-66172-0042_233-155990-0021,125.0,F,6437.0,M,233.0,M
226-131532-0020_4788-294466-0030_7113-86041-0012,226.0,F,4788.0,M,7113.0,F
1743-142912-0007_8629-261140-0041_2893-139322-0033,1743.0,M,8629.0,M,2893.0,M
32-21634-0007_1334-135589-0034_4014-186183-0025,32.0,F,1334.0,M,4014.0,M
2159-179157-0017_2384-152900-0059_2952-407-0026,2159.0,M,2384.0,M,2952.0,M
6531-61334-0128_3214-167606-0033_1723-141149-0020,6531.0,F,3214.0,M,1723.0,M
7190-90542-0024_7078-271888-0020_3259-158083-0062,7190.0,M,7078.0,F,3259.0,F
839-130898-0026_4441-76263-0042_3664-178355-0028,839.0,M,4441.0,M,3664.0,M
3807-4923-0014_1183-128659-0012_5688-15787-0037,3807.0,M,1183.0,F,5688.0,F
3242-67168-0026_7078-271888-0066_1594-135914-0092,3242.0,M,7078.0,F,1594.0,M
83-3054-0016_1737-148989-0017_6818-76332-0042,83.0,F,1737.0,F,6818.0,F
6078-54013-0031_2910-131096-0052_587-54108-0019,6078.0,F,2910.0,F,587.0,F
3242-8112-0025_78-368-0023_669-129061-0002,3242.0,M,78.0,M,669.0,F
1235-135884-0026_887-123291-0030_4297-13009-0014,1235.0,M,887.0,F,4297.0,F
5022-29405-0043_87-121553-0080_5393-19218-0032,5022.0,F,87.0,F,5393.0,F
460-172357-0000_3112-9555-0007_5867-48852-0019,460.0,M,3112.0,F,5867.0,F
5514-19193-0007_4051-11218-0006_1970-10594-0003,5514.0,F,4051.0,F,1970.0,F
5703-47198-0021_587-54108-0028_8580-287363-0015,5703.0,M,587.0,F,8580.0,M
7302-86815-0078_4340-15220-0030_3374-298032-0005,7302.0,F,4340.0,F,3374.0,M
4397-15678-0042_307-127535-0028_1992-141719-0042,4397.0,M,307.0,M,1992.0,F
2092-145706-0000_5322-7679-0000_909-131044-0029,2092.0,F,5322.0,M,909.0,M
7635-105409-0048_2836-5355-0045_3947-13260-0035,7635.0,F,2836.0,F,3947.0,F
441-128988-0002_2989-138035-0049_4680-16026-0023,441.0,F,2989.0,F,4680.0,F
2518-154825-0000_3486-166446-0026_4137-11702-0045,2518.0,M,3486.0,M,4137.0,F
6064-56165-0020_7113-86041-0089_412-126975-0024,6064.0,F,7113.0,F,412.0,M
1098-133695-0006_6019-3185-0009_6385-34655-0016,1098.0,F,6019.0,M,6385.0,F
6064-56165-0001_7800-283493-0006_2893-139310-0033,6064.0,F,7800.0,F,2893.0,M
2436-2476-0021_1624-142933-0040_1578-140049-0016,2436.0,M,1624.0,M,1578.0,F
5322-7678-0001_6209-34600-0000_2910-131096-0039,5322.0,M,6209.0,M,2910.0,F
5192-19397-0010_7402-90848-0031_4088-158079-0016,5192.0,M,7402.0,M,4088.0,F
7226-86965-0010_6272-70191-0008_298-126791-0023,7226.0,M,6272.0,F,298.0,F
6019-3185-0016_374-180299-0040_839-130898-0022,6019.0,M,374.0,M,839.0,M
8975-270782-0111_3857-182315-0021_4018-107312-0016,8975.0,F,3857.0,M,4018.0,M
4160-11550-0027_7067-76048-0052_3526-175658-0001,4160.0,F,7067.0,M,3526.0,F
2391-145015-0022_7511-102420-0018_8238-274553-0042,2391.0,F,7511.0,F,8238.0,F
5463-39173-0046_1624-168623-0003_8238-283452-0002,5463.0,M,1624.0,M,8238.0,F
32-4137-0049_3830-12535-0015_302-123504-0021,32.0,F,3830.0,M,302.0,F
1970-28415-0022_4160-14187-0014_8747-293952-0091,1970.0,F,4160.0,F,8747.0,M
6081-41997-0033_302-123523-0016_1578-140045-0006,6081.0,M,302.0,F,1578.0,F
2182-181183-0007_254-127705-0034_3486-166424-0069,2182.0,F,254.0,M,3486.0,M
587-54108-0030_2817-142380-0024_5561-41615-0012,587.0,F,2817.0,F,5561.0,F
5750-35690-0005_8419-286667-0000_6529-62554-0030,5750.0,M,8419.0,M,6529.0,M
1970-26100-0036_1263-138246-0017_1447-130552-0003,1970.0,F,1263.0,F,1447.0,F
8238-274553-0038_1970-26100-0025_1246-124550-0034,8238.0,F,1970.0,F,1246.0,F
8838-298546-0018_3879-174923-0023_2910-131096-0073,8838.0,M,3879.0,F,2910.0,F
1116-132847-0002_4340-15220-0077_27-124992-0031,1116.0,F,4340.0,F,27.0,M
3112-9555-0091_4051-11218-0018_7635-105661-0013,3112.0,F,4051.0,F,7635.0,F
4406-16882-0046_4362-15663-0087_8324-286683-0030,4406.0,M,4362.0,F,8324.0,F
4088-158079-0009_3879-173592-0030_6818-68772-0006,4088.0,F,3879.0,F,6818.0,F
1447-130552-0009_1246-124550-0002_5750-100289-0056,1447.0,F,1246.0,F,5750.0,M
1263-138246-0024_1355-39947-0074_2436-2481-0029,1263.0,F,1355.0,M,2436.0,M
201-122255-0004_8014-280382-0008_196-122152-0025,201.0,M,8014.0,F,196.0,M
374-180298-0031_19-227-0019_1867-154075-0011,374.0,M,19.0,F,1867.0,M
6454-93938-0018_7517-100429-0026_298-126790-0024,6454.0,M,7517.0,F,298.0,F
5022-29411-0039_8063-274117-0021_2836-5354-0004,5022.0,F,8063.0,M,2836.0,F
8098-275181-0031_6064-56165-0034_7367-86737-0008,8098.0,M,6064.0,F,7367.0,M
7148-82991-0034_8108-274318-0009_5463-39174-0048,7148.0,F,8108.0,M,5463.0,M
6848-76049-0034_8419-286667-0021_831-130746-0000,6848.0,M,8419.0,M,831.0,M
83-9960-0043_2817-142380-0022_6437-66172-0023,83.0,F,2817.0,F,6437.0,M
4813-248641-0054_7078-271888-0101_3947-13262-0030,4813.0,M,7078.0,F,3947.0,F
5463-39174-0009_332-128985-0063_8609-283227-0022,5463.0,M,332.0,M,8609.0,M
6848-252323-0037_1081-128618-0009_4441-76263-0020,6848.0,M,1081.0,M,4441.0,M
87-121553-0028_1578-140045-0025_3947-13260-0019,87.0,F,1578.0,F,3947.0,F
2518-154825-0038_7059-88364-0031_87-121553-0049,2518.0,M,7059.0,F,87.0,F
7078-271888-0112_4441-76250-0002_2836-5355-0005,7078.0,F,4441.0,M,2836.0,F
7190-90542-0081_1355-39947-0087_458-126290-0012,7190.0,M,1355.0,M,458.0,M
5339-14134-0065_8088-284756-0066_405-130894-0048,5339.0,F,8088.0,M,405.0,M
374-180299-0005_1040-133433-0006_5514-19193-0025,374.0,M,1040.0,M,5514.0,F
4195-186237-0022_5789-57195-0016_2764-36619-0040,4195.0,F,5789.0,F,2764.0,F
1737-142397-0022_1743-142912-0018_6529-62556-0004,1737.0,F,1743.0,M,6529.0,M
6818-76332-0017_7859-102519-0024_1743-142914-0021,6818.0,F,7859.0,F,1743.0,M
3374-298026-0022_8098-275181-0010_7059-77900-0032,3374.0,M,8098.0,M,7059.0,F
1624-168623-0028_7447-91186-0040_8797-294123-0095,1624.0,M,7447.0,M,8797.0,M
669-129074-0001_3214-167602-0028_1594-135914-0052,669.0,F,3214.0,M,1594.0,M
1235-135883-0029_7447-91187-0039_8747-293952-0088,1235.0,M,7447.0,M,8747.0,M
3112-9554-0009_4014-186176-0025_6064-300880-0012,3112.0,F,4014.0,M,6064.0,F
1355-39947-0039_911-128684-0013_669-129061-0031,1355.0,M,911.0,M,669.0,F
2514-149482-0107_5750-100289-0010_1246-124548-0007,2514.0,M,5750.0,M,1246.0,F
6563-285357-0020_3699-47246-0009_6836-76549-0026,6563.0,M,3699.0,M,6836.0,M
19-198-0029_4853-27671-0000_6147-34606-0000,19.0,F,4853.0,F,6147.0,F
7264-92316-0000_2843-152918-0094_1246-124550-0014,7264.0,M,2843.0,M,1246.0,F
6880-216547-0076_5390-24512-0013_7067-76048-0021,6880.0,M,5390.0,M,7067.0,M
3235-28433-0014_8419-286676-0024_5463-39174-0050,3235.0,F,8419.0,M,5463.0,M
8051-118101-0027_1363-135842-0011_2384-152900-0074,8051.0,F,1363.0,F,2384.0,M
89-218-0018_3242-8112-0034_2910-131096-0017,89.0,F,3242.0,M,2910.0,F
696-93314-0058_40-222-0005_7302-86814-0049,696.0,F,40.0,F,7302.0,F
5561-41615-0038_7178-34644-0042_233-134440-0052,5561.0,F,7178.0,F,233.0,M
2416-152137-0022_1088-134315-0029_6818-76332-0035,2416.0,F,1088.0,F,6818.0,F
6531-61334-0003_6385-220959-0027_89-218-0006,6531.0,F,6385.0,F,89.0,F
3235-28452-0022_6563-63821-0027_3112-9555-0078,3235.0,F,6563.0,M,3112.0,F
5778-12761-0030_1040-133433-0075_730-359-0015,5778.0,F,1040.0,M,730.0,F
2159-179154-0011_1737-148989-0032_7302-86814-0045,2159.0,M,1737.0,F,7302.0,F
7780-274562-0089_2007-149877-0054_5688-41232-0048,7780.0,F,2007.0,F,5688.0,F
6081-41998-0036_6563-63821-0045_4267-287369-0005,6081.0,M,6563.0,M,4267.0,M
3807-4955-0009_8238-283452-0005_8770-295463-0023,3807.0,M,8238.0,F,8770.0,M
2416-152139-0026_307-127535-0022_7367-86737-0099,2416.0,F,307.0,M,7367.0,M
8629-261139-0001_3440-171009-0014_7505-258964-0046,8629.0,M,3440.0,F,7505.0,M
1594-135914-0125_250-142276-0049_4680-16041-0004,1594.0,M,250.0,F,4680.0,F
1970-28415-0019_8108-280359-0015_5561-39621-0009,1970.0,F,8108.0,M,5561.0,F
4640-19187-0036_6563-285357-0024_7505-258964-0018,4640.0,F,6563.0,M,7505.0,M
302-123523-0028_8838-298546-0020_322-124147-0072,302.0,F,8838.0,M,322.0,F
7302-86814-0025_7148-82991-0005_405-130894-0053,7302.0,F,7148.0,F,405.0,M
3879-173592-0012_8629-261139-0019_1502-122619-0035,3879.0,F,8629.0,M,1502.0,F
426-122822-0003_4898-28461-0065_125-121124-0001,426.0,F,4898.0,M,125.0,F
4813-248641-0036_3982-178459-0062_6147-34605-0018,4813.0,M,3982.0,F,6147.0,F
3374-298026-0024_8014-112586-0002_7402-90848-0026,3374.0,M,8014.0,F,7402.0,M
2007-132570-0045_3830-12531-0031_7402-90848-0059,2007.0,F,3830.0,M,7402.0,M
8108-274318-0033_5688-15787-0028_1743-142912-0005,8108.0,M,5688.0,F,1743.0,M
8770-295465-0013_103-1240-0022_405-130895-0008,8770.0,M,103.0,F,405.0,M
8226-274371-0023_1841-159771-0032_460-172359-0023,8226.0,M,1841.0,F,460.0,M
8123-275216-0033_1040-133433-0011_3440-171009-0073,8123.0,F,1040.0,M,3440.0,F
6437-66173-0035_7113-86041-0064_1088-129236-0024,6437.0,M,7113.0,F,1088.0,F
7302-86814-0026_1743-142913-0007_3242-67153-0016,7302.0,F,1743.0,M,3242.0,M
8770-295462-0000_7780-274562-0084_6563-63821-0023,8770.0,M,7780.0,F,6563.0,M
911-130578-0008_460-172359-0021_7447-91187-0063,911.0,M,460.0,M,7447.0,M
26-495-0067_3112-9555-0076_226-131533-0034,26.0,M,3112.0,F,226.0,F
625-132118-0045_7148-82991-0010_3947-13262-0018,625.0,M,7148.0,F,3947.0,F
1455-134435-0022_5463-39174-0000_196-122150-0029,1455.0,M,5463.0,M,196.0,M
5104-33407-0015_2002-139469-0062_248-130652-0005,5104.0,M,2002.0,M,248.0,F
1624-142933-0041_4406-16882-0034_5867-48852-0086,1624.0,M,4406.0,M,5867.0,F
7178-34645-0016_5688-41232-0047_426-122819-0027,7178.0,F,5688.0,F,426.0,F
1246-124548-0047_8747-293952-0064_7302-86815-0027,1246.0,F,8747.0,M,7302.0,F
3436-172162-0003_1624-168623-0032_6019-3185-0096,3436.0,M,1624.0,M,6019.0,M
4014-186179-0042_8975-270782-0055_2989-138028-0008,4014.0,M,8975.0,F,2989.0,F
1624-168623-0006_250-142286-0012_198-126831-0043,1624.0,M,250.0,F,198.0,F
446-123501-0009_2436-2476-0026_405-130894-0001,446.0,M,2436.0,M,405.0,M
3168-173564-0040_4137-11702-0014_6019-3185-0026,3168.0,M,4137.0,F,6019.0,M
5867-48852-0021_2764-36619-0021_211-122425-0076,5867.0,F,2764.0,F,211.0,F
3214-167607-0006_7190-90543-0041_8238-274553-0045,3214.0,M,7190.0,M,8238.0,F
2843-152918-0032_2514-149482-0082_1081-125237-0065,2843.0,M,2514.0,M,1081.0,M
4014-186183-0014_8609-283227-0019_2007-132570-0032,4014.0,M,8609.0,M,2007.0,F
5703-47212-0038_6078-54013-0074_8051-295385-0005,5703.0,M,6078.0,F,8051.0,F
2196-174172-0000_4859-29340-0026_4406-16883-0007,2196.0,F,4859.0,M,4406.0,M
3947-13260-0043_307-127535-0040_322-124147-0019,3947.0,F,307.0,M,322.0,F
1088-129236-0000_5463-39174-0012_6454-107462-0012,1088.0,F,5463.0,M,6454.0,M
2007-132570-0031_7278-246956-0021_6476-96661-0019,2007.0,F,7278.0,M,6476.0,F
5104-33406-0058_8630-305212-0042_6880-216547-0083,5104.0,M,8630.0,M,6880.0,M
328-129766-0078_1898-145724-0030_7635-105409-0057,328.0,F,1898.0,F,7635.0,F
887-123291-0004_831-130746-0043_1334-135589-0083,887.0,F,831.0,M,1334.0,M
26-495-0043_7402-59171-0021_5339-14133-0037,26.0,M,7402.0,M,5339.0,F
302-123523-0029_839-130898-0094_831-130739-0000,302.0,F,839.0,M,831.0,M
39-121914-0034_6529-62556-0017_6476-96661-0029,39.0,F,6529.0,M,6476.0,F
911-128684-0079_118-124588-0000_1098-133695-0082,911.0,M,118.0,M,1098.0,F
8770-295462-0011_7067-76048-0011_3723-171631-0039,8770.0,M,7067.0,M,3723.0,M
6415-116629-0012_1553-140047-0012_8609-283227-0055,6415.0,F,1553.0,F,8609.0,M
233-134440-0042_4014-186183-0024_8014-112602-0025,233.0,M,4014.0,M,8014.0,F
6081-41998-0021_5456-62014-0001_6064-56165-0006,6081.0,M,5456.0,M,6064.0,F
7178-34644-0052_2910-131096-0027_2817-142371-0003,7178.0,F,2910.0,F,2817.0,F
4788-294466-0029_2989-138028-0071_4481-17499-0038,4788.0,M,2989.0,F,4481.0,F
7635-105661-0042_302-123523-0022_6925-80680-0043,7635.0,F,302.0,F,6925.0,M
19-227-0000_5393-19219-0058_4406-16882-0005,19.0,F,5393.0,F,4406.0,M
8465-246942-0013_4160-14187-0006_7859-102518-0013,8465.0,F,4160.0,F,7859.0,F
7113-86041-0007_5456-24741-0010_2691-156755-0000,7113.0,F,5456.0,M,2691.0,F
4406-16883-0028_3486-166446-0023_5390-24512-0043,4406.0,M,3486.0,M,5390.0,M
311-124404-0118_7067-76048-0008_6454-107462-0025,311.0,M,7067.0,M,6454.0,M
4481-17498-0016_8747-293952-0060_3664-11714-0013,4481.0,F,8747.0,M,3664.0,M
4018-107338-0010_374-180298-0024_89-218-0023,4018.0,M,374.0,M,89.0,F
196-122159-0031_248-130644-0003_2136-5147-0020,196.0,M,248.0,F,2136.0,M
6081-41997-0016_2002-139469-0096_8324-286682-0028,6081.0,M,2002.0,M,8324.0,F
3240-131232-0039_6818-76332-0051_1624-168623-0030,3240.0,M,6818.0,F,1624.0,M
4160-14187-0024_441-128988-0024_7505-258958-0016,4160.0,F,441.0,F,7505.0,M
2159-179156-0015_5778-12761-0048_6078-54013-0038,2159.0,M,5778.0,F,6078.0,F
5652-19215-0002_78-368-0019_60-121082-0030,5652.0,F,78.0,M,60.0,M
2289-152254-0026_5652-19215-0031_1088-129236-0002,2289.0,M,5652.0,F,1088.0,F
4830-25904-0048_7780-274562-0096_6000-55211-0058,4830.0,M,7780.0,F,6000.0,F
730-360-0026_5750-100289-0085_307-127539-0010,730.0,F,5750.0,M,307.0,M
289-121652-0006_1455-134435-0019_4362-15663-0104,289.0,F,1455.0,M,4362.0,F
229-130880-0033_2911-15045-0009_3486-166446-0037,229.0,M,2911.0,M,3486.0,M
412-126975-0088_40-222-0046_5339-14134-0018,412.0,M,40.0,F,5339.0,F
1355-39947-0034_6147-34605-0000_125-121342-0041,1355.0,M,6147.0,F,125.0,F
2182-181183-0020_3723-171115-0014_441-128982-0002,2182.0,F,3723.0,M,441.0,F
6081-42010-0012_2836-5355-0024_2159-179156-0022,6081.0,M,2836.0,F,2159.0,M
7067-76048-0009_5104-33407-0049_4051-11217-0001,7067.0,M,5104.0,M,4051.0,F
248-130652-0022_481-123720-0048_831-130739-0017,248.0,F,481.0,M,831.0,M
669-129061-0007_1334-135589-0002_6385-34655-0007,669.0,F,1334.0,M,6385.0,F
6880-216547-0019_5393-19219-0043_2391-145015-0065,6880.0,M,5393.0,F,2391.0,F
4481-17498-0044_3879-174923-0037_3242-8112-0004,4481.0,F,3879.0,F,3242.0,M
150-126107-0010_3607-135982-0001_7078-271888-0040,150.0,F,3607.0,M,7078.0,F
6147-34606-0009_4830-25898-0031_3168-173564-0023,6147.0,F,4830.0,M,3168.0,M
2007-149877-0047_3526-176653-0040_412-126975-0020,2007.0,F,3526.0,F,412.0,M
163-122947-0044_1926-147987-0012_2384-152900-0045,163.0,M,1926.0,F,2384.0,M
3664-11714-0019_4362-15663-0062_298-126791-0018,3664.0,M,4362.0,F,298.0,F
7402-59171-0006_6925-80680-0028_6529-62556-0043,7402.0,M,6925.0,M,6529.0,M
5390-30096-0020_201-127786-0050_1926-147979-0023,5390.0,M,201.0,M,1926.0,F
5456-62043-0026_1363-139304-0028_7264-92314-0021,5456.0,M,1363.0,F,7264.0,M
6000-86686-0021_6064-56168-0008_6437-66172-0000,6000.0,F,6064.0,F,6437.0,M
5688-41232-0066_6531-61334-0041_7859-102519-0041,5688.0,F,6531.0,F,7859.0,F
5808-48608-0028_8324-286682-0022_6925-80680-0064,5808.0,M,8324.0,F,6925.0,M
5322-7680-0023_8063-274116-0007_5339-14133-0024,5322.0,M,8063.0,M,5339.0,F
2136-5147-0005_6836-61804-0020_8465-246947-0018,2136.0,M,6836.0,M,8465.0,F
307-127539-0028_6078-54013-0039_5393-19218-0050,307.0,M,6078.0,F,5393.0,F
2092-145706-0074_2182-181173-0003_5789-57158-0033,2092.0,F,2182.0,F,5789.0,F
4830-25904-0005_5192-19397-0023_446-123502-0000,4830.0,M,5192.0,M,446.0,M
4195-186237-0029_8088-284756-0072_3440-171006-0003,4195.0,F,8088.0,M,3440.0,F
78-369-0053_254-127705-0000_4898-20016-0013,78.0,M,254.0,M,4898.0,M
441-130108-0015_5678-43303-0028_7078-271888-0021,441.0,F,5678.0,M,7078.0,F
6437-66173-0037_7067-76048-0058_1355-39947-0055,6437.0,M,7067.0,M,1355.0,M
83-3054-0002_5463-39173-0030_1743-142913-0022,83.0,F,5463.0,M,1743.0,M
4297-13009-0009_4088-158077-0023_458-126305-0019,4297.0,F,4088.0,F,458.0,M
200-126784-0030_1926-147987-0020_201-127786-0052,200.0,F,1926.0,F,201.0,M
3982-178459-0008_8425-291444-0011_89-218-0008,3982.0,F,8425.0,M,89.0,F
8108-280359-0007_1355-39947-0091_8465-246943-0017,8108.0,M,1355.0,M,8465.0,F
3947-13262-0007_8238-274553-0070_6529-62556-0021,3947.0,F,8238.0,F,6529.0,M
1116-137572-0043_4481-17498-0030_4853-27671-0039,1116.0,F,4481.0,F,4853.0,F
118-124588-0015_696-93314-0025_7505-258958-0019,118.0,M,696.0,F,7505.0,M
909-131045-0042_4406-16883-0049_19-227-0014,909.0,M,4406.0,M,19.0,F
3857-182315-0035_1235-135884-0040_5750-100289-0001,3857.0,M,1235.0,M,5750.0,M
163-122947-0096_198-126831-0001_8975-270782-0004,163.0,M,198.0,F,8975.0,F
5322-7679-0038_5778-54535-0046_5104-33407-0040,5322.0,M,5778.0,F,5104.0,M
5703-47212-0006_8425-246962-0005_6818-76332-0050,5703.0,M,8425.0,M,6818.0,F
8975-270782-0086_6454-93938-0016_8797-294123-0007,8975.0,F,6454.0,M,8797.0,M
446-123502-0048_2384-152900-0024_8419-293469-0012,446.0,M,2384.0,M,8419.0,M
6437-66173-0041_5652-19215-0049_1898-145720-0003,6437.0,M,5652.0,F,1898.0,F
