mixture_ID,speaker_1_ID,speaker_1_sex,speaker_2_ID,speaker_2_sex
4680-16026-0017_2518-154826-0033,4680.0,F,2518.0,M
3374-298025-0005_2518-154826-0049,3374.0,M,2518.0,M
5789-57195-0036_7226-86965-0039,5789.0,F,7226.0,M
8468-295198-0015_4813-248641-0028,8468.0,F,4813.0,M
8838-298545-0040_7367-86737-0055,8838.0,M,7367.0,M
1355-39947-0047_8238-274553-0030,1355.0,M,8238.0,F
8975-270782-0004_4018-107338-0015,8975.0,F,4018.0,M
226-131533-0031_3879-173592-0003,226.0,F,3879.0,F
403-216-0004_8797-294123-0053,403.0,F,8797.0,M
831-130739-0057_4853-27671-0005,831.0,M,4853.0,F
1183-133256-0003_1363-135842-0006,1183.0,F,1363.0,F
5456-58161-0018_3259-158083-0036,5456.0,M,3259.0,F
3857-180923-0018_163-122947-0010,3857.0,M,163.0,M
5339-14133-0001_7190-90542-0064,5339.0,F,7190.0,M
4441-76263-0036_7859-102518-0009,4441.0,M,7859.0,F
7190-90542-0053_625-132118-0045,7190.0,M,625.0,M
441-130108-0030_403-126855-0008,441.0,F,403.0,F
8324-286682-0035_254-27760-0010,8324.0,F,254.0,M
4340-15220-0031_2182-181173-0037,4340.0,F,2182.0,F
6531-61334-0000_6563-63821-0003,6531.0,F,6563.0,M
7635-105661-0002_307-127539-0040,7635.0,F,307.0,M
4813-248641-0002_6476-96661-0026,4813.0,M,6476.0,F
196-122159-0018_3242-67153-0024,196.0,M,3242.0,M
3240-131232-0026_83-3054-0016,3240.0,M,83.0,F
2893-139322-0044_5163-39921-0021,2893.0,M,5163.0,F
6476-57446-0064_6272-70191-0006,6476.0,F,6272.0,F
6078-54007-0001_1963-142393-0037,6078.0,F,1963.0,F
3982-178459-0008_2817-142380-0029,3982.0,F,2817.0,F
5808-48608-0052_6531-61334-0014,5808.0,M,6531.0,F
7078-271888-0064_7447-91187-0061,7078.0,F,7447.0,M
839-130898-0013_118-47824-0080,839.0,M,118.0,M
4406-16882-0022_7635-105409-0006,4406.0,M,7635.0,F
1040-133433-0065_3168-173565-0015,1040.0,M,3168.0,M
4014-186179-0011_8425-291444-0015,4014.0,M,8425.0,M
8098-278278-0032_403-126855-0017,8098.0,M,403.0,F
5463-39173-0040_4640-19188-0037,5463.0,M,4640.0,F
298-126791-0050_2989-138028-0003,298.0,F,2989.0,F
6476-57446-0042_1963-142393-0039,6476.0,F,1963.0,F
8238-274553-0038_3259-158083-0115,8238.0,F,3259.0,F
198-209-0037_7800-283493-0031,198.0,F,7800.0,F
5022-29405-0037_1970-26100-0030,5022.0,F,1970.0,F
5678-43301-0002_2159-179156-0025,5678.0,M,2159.0,M
83-9960-0031_8580-287364-0004,83.0,F,8580.0,M
254-27760-0018_2007-132570-0011,254.0,M,2007.0,F
4214-7146-0070_8123-275209-0013,4214.0,F,8123.0,F
3607-135982-0023_5163-39921-0047,3607.0,M,5163.0,F
2196-170151-0028_426-122821-0010,2196.0,F,426.0,F
4830-25898-0026_3168-173564-0001,4830.0,M,3168.0,M
441-130108-0027_696-92939-0026,441.0,F,696.0,F
8238-283452-0002_2289-152258-0019,8238.0,F,2289.0,M
8238-274553-0050_2196-170151-0001,8238.0,F,2196.0,F
4788-91208-0033_2691-156755-0031,4788.0,M,2691.0,F
1355-39947-0014_446-123501-0027,1355.0,M,446.0,M
6415-116629-0035_4088-158077-0064,6415.0,F,4088.0,F
2002-139469-0086_7635-105661-0032,2002.0,M,7635.0,F
8014-112602-0028_198-129977-0012,8014.0,F,198.0,F
6818-68772-0018_7178-34645-0010,6818.0,F,7178.0,F
6818-68772-0021_730-359-0050,6818.0,F,730.0,F
1098-133695-0049_5789-57195-0009,1098.0,F,5789.0,F
311-124404-0022_446-123502-0035,311.0,M,446.0,M
1034-121119-0020_201-127786-0047,1034.0,M,201.0,M
32-4137-0005_5867-48852-0053,32.0,F,5867.0,F
909-131045-0013_1455-138263-0055,909.0,M,1455.0,M
226-131532-0026_8312-279791-0025,226.0,F,8312.0,F
19-227-0005_7367-86737-0075,19.0,F,7367.0,M
7190-90543-0009_6000-86686-0004,7190.0,M,6000.0,F
4397-15678-0027_311-124404-0009,4397.0,M,311.0,M
8465-246943-0024_8312-279790-0038,8465.0,F,8312.0,F
2159-179156-0029_5514-19193-0012,2159.0,M,5514.0,F
3723-171631-0040_8226-274371-0028,3723.0,M,8226.0,M
8312-279790-0048_8468-286673-0018,8312.0,F,8468.0,F
8747-293952-0079_374-180298-0031,8747.0,M,374.0,M
2817-142380-0035_911-130578-0009,2817.0,F,911.0,M
198-126831-0053_2817-142371-0063,198.0,F,2817.0,F
7148-7763-0025_6476-57446-0016,7148.0,F,6476.0,F
1723-141149-0047_8226-274369-0028,1723.0,M,8226.0,M
5561-41615-0017_4051-11217-0004,5561.0,F,4051.0,F
3440-171006-0025_6836-76549-0003,3440.0,F,6836.0,M
7078-271888-0104_3982-178459-0043,7078.0,F,3982.0,F
1737-146161-0012_60-121082-0029,1737.0,F,60.0,M
2910-131096-0054_200-124140-0026,2910.0,F,200.0,F
6563-285357-0033_5514-19193-0009,6563.0,M,5514.0,F
2136-5143-0039_4014-186179-0027,2136.0,M,4014.0,M
4088-158077-0090_1116-132847-0037,4088.0,F,1116.0,F
8312-279791-0040_4813-248638-0018,8312.0,F,4813.0,M
1447-17506-0031_1088-134318-0008,1447.0,F,1088.0,F
2182-150130-0030_6437-66173-0003,2182.0,F,6437.0,M
3857-182317-0005_8609-262281-0000,3857.0,M,8609.0,M
4853-29413-0020_40-121026-0033,4853.0,F,40.0,F
3879-174923-0055_6385-220959-0016,3879.0,F,6385.0,F
405-130895-0006_1263-138246-0004,405.0,M,1263.0,F
8238-274553-0028_1116-137572-0004,8238.0,F,1116.0,F
40-222-0039_5049-25947-0024,40.0,F,5049.0,M
831-130746-0010_5339-14133-0050,831.0,M,5339.0,F
2196-170151-0013_4397-15668-0002,2196.0,F,4397.0,M
6563-285357-0012_83-9960-0014,6563.0,M,83.0,F
2911-7601-0034_328-129766-0096,2911.0,M,328.0,F
5561-39621-0040_4137-11702-0039,5561.0,F,4137.0,F
4088-158077-0056_6209-34599-0032,4088.0,F,6209.0,M
83-11691-0035_8468-295198-0001,83.0,F,8468.0,F
2691-156755-0010_3440-171009-0010,2691.0,F,3440.0,F
27-123349-0045_6529-62554-0033,27.0,M,6529.0,M
4340-15220-0020_3440-171009-0070,4340.0,F,3440.0,F
831-130739-0029_4813-248641-0039,831.0,M,4813.0,M
2007-132570-0004_4362-15663-0005,2007.0,F,4362.0,F
19-227-0066_7148-82991-0021,19.0,F,7148.0,F
1723-141149-0039_3664-11714-0020,1723.0,M,3664.0,M
8123-275209-0029_8063-274112-0032,8123.0,F,8063.0,M
118-47824-0050_3436-172171-0013,118.0,M,3436.0,M
8468-294887-0038_3259-158083-0106,8468.0,F,3259.0,F
229-130880-0077_6181-216552-0032,229.0,M,6181.0,M
1867-148436-0039_3259-158083-0011,1867.0,M,3259.0,F
1263-139804-0025_6209-34599-0035,1263.0,F,6209.0,M
2436-2481-0002_446-123502-0001,2436.0,M,446.0,M
831-130746-0012_625-132118-0021,831.0,M,625.0,M
4267-78186-0011_7078-271888-0106,4267.0,M,7078.0,F
3214-167607-0016_7312-92432-0011,3214.0,M,7312.0,M
6000-55211-0021_250-142276-0035,6000.0,F,250.0,F
311-124404-0056_4014-186175-0004,311.0,M,4014.0,M
4195-186237-0021_3526-176651-0012,4195.0,F,3526.0,F
229-130880-0072_5390-30102-0000,229.0,M,5390.0,M
1363-139304-0007_8312-279791-0024,1363.0,F,8312.0,F
1502-122619-0041_2196-170151-0019,1502.0,F,2196.0,F
4214-7146-0024_8629-261140-0007,4214.0,F,8629.0,M
7859-102519-0051_298-126790-0031,7859.0,F,298.0,F
4788-94904-0037_1116-137572-0049,4788.0,M,1116.0,F
8098-275181-0008_3235-28433-0047,8098.0,M,3235.0,F
5339-14134-0029_6563-285357-0042,5339.0,F,6563.0,M
5514-19192-0017_4195-186238-0026,5514.0,F,4195.0,F
6476-96661-0011_3983-5331-0006,6476.0,F,3983.0,F
8580-287364-0032_60-121082-0069,8580.0,M,60.0,M
1737-148989-0034_3436-172162-0018,1737.0,F,3436.0,M
1455-134435-0015_6019-3185-0084,1455.0,M,6019.0,M
3807-4923-0012_2002-139469-0041,3807.0,M,2002.0,M
3235-28433-0005_6437-66173-0037,3235.0,F,6437.0,M
1034-121119-0039_5322-7678-0034,1034.0,M,5322.0,M
307-127539-0037_7059-77900-0033,307.0,M,7059.0,F
1455-138263-0002_26-495-0049,1455.0,M,26.0,M
460-172359-0062_5322-7679-0012,460.0,M,5322.0,M
8095-274348-0015_481-123720-0002,8095.0,M,481.0,M
3807-4955-0022_226-131533-0018,3807.0,M,226.0,F
1363-135842-0018_1116-137572-0008,1363.0,F,1116.0,F
625-132118-0001_1235-135884-0020,625.0,M,1235.0,M
4051-10927-0000_163-122947-0008,4051.0,F,163.0,M
887-123290-0015_78-368-0006,887.0,F,78.0,M
911-128684-0025_481-123720-0039,911.0,M,481.0,M
196-122152-0031_2159-179157-0005,196.0,M,2159.0,M
460-172359-0074_5393-19219-0037,460.0,M,5393.0,F
6563-285357-0020_7113-86041-0076,6563.0,M,7113.0,F
6880-216547-0040_1069-133699-0043,6880.0,M,1069.0,F
6454-107462-0032_4830-25898-0047,6454.0,M,4830.0,M
7264-92316-0028_307-127540-0028,7264.0,M,307.0,M
196-122152-0014_8098-278252-0010,196.0,M,8098.0,M
6147-34606-0009_5750-100289-0058,6147.0,F,5750.0,M
445-123857-0005_1926-147979-0024,445.0,M,1926.0,F
839-130898-0052_1502-122615-0012,839.0,M,1502.0,F
150-126107-0013_2910-131096-0020,150.0,F,2910.0,F
4160-11550-0038_5393-19218-0009,4160.0,F,5393.0,F
8063-274112-0023_7067-76047-0038,8063.0,M,7067.0,M
6529-62556-0042_1081-125237-0025,6529.0,M,1081.0,M
412-126975-0003_1963-147036-0020,412.0,M,1963.0,F
5867-48852-0090_669-129061-0001,5867.0,F,669.0,F
7367-86737-0103_6848-252322-0008,7367.0,M,6848.0,M
1578-6379-0018_8088-284756-0047,1578.0,F,8088.0,M
1553-140047-0003_311-124404-0073,1553.0,F,311.0,M
1081-128618-0001_3982-182255-0022,1081.0,M,3982.0,F
625-132112-0012_669-129061-0017,625.0,M,669.0,F
7517-100437-0018_7067-76047-0031,7517.0,F,7067.0,M
669-129061-0018_8838-298546-0036,669.0,F,8838.0,M
669-129061-0040_2196-170379-0028,669.0,F,2196.0,F
6925-80680-0022_40-222-0068,6925.0,M,40.0,F
4137-11701-0001_3240-131232-0011,4137.0,F,3240.0,M
4640-19187-0016_7794-295947-0040,4640.0,F,7794.0,F
7447-91187-0023_4406-16883-0012,7447.0,M,4406.0,M
696-92939-0008_831-130746-0054,696.0,F,831.0,M
403-216-0009_5808-54425-0026,403.0,F,5808.0,M
1898-145715-0042_909-131041-0023,1898.0,F,909.0,M
6454-120342-0014_460-172359-0082,6454.0,M,460.0,M
201-122255-0009_5688-15787-0001,201.0,M,5688.0,F
8629-261139-0055_2196-170151-0018,8629.0,M,2196.0,F
3440-171009-0025_8425-292520-0017,3440.0,F,8425.0,M
2518-154825-0050_307-127535-0003,2518.0,M,307.0,M
3374-298026-0008_7635-105409-0041,3374.0,M,7635.0,F
2384-152900-0051_1502-122619-0026,2384.0,M,1502.0,F
2952-407-0001_6880-216547-0114,2952.0,M,6880.0,M
7078-271888-0073_254-127705-0001,7078.0,F,254.0,M
5104-33406-0017_5789-57195-0023,5104.0,M,5789.0,F
6529-62556-0022_1355-39947-0069,6529.0,M,1355.0,M
200-124140-0029_1743-142913-0026,200.0,F,1743.0,M
1455-138263-0009_6209-34599-0006,1455.0,M,6209.0,M
4441-76263-0027_211-122442-0053,4441.0,M,211.0,F
460-172359-0045_7800-283478-0015,460.0,M,7800.0,F
8630-305212-0034_696-93314-0058,8630.0,M,696.0,F
4362-15663-0069_1455-134435-0000,4362.0,F,1455.0,M
1246-124548-0045_8098-275181-0000,1246.0,F,8098.0,M
3168-173564-0032_5339-14133-0054,3168.0,M,5339.0,F
6880-216547-0090_5049-25947-0079,6880.0,M,5049.0,M
2910-131096-0085_1867-154075-0006,2910.0,F,1867.0,M
5390-30102-0017_1737-142396-0018,5390.0,M,1737.0,F
3112-9555-0027_4214-7146-0027,3112.0,F,4214.0,F
2518-154826-0032_8465-246943-0017,2518.0,M,8465.0,F
200-126784-0032_1624-168623-0017,200.0,F,1624.0,M
4051-10927-0022_5390-30102-0001,4051.0,F,5390.0,M
4195-17507-0013_4640-19187-0038,4195.0,F,4640.0,F
322-124147-0072_3526-176653-0023,322.0,F,3526.0,F
4397-15668-0027_1723-141149-0074,4397.0,M,1723.0,M
8238-283452-0018_6848-252322-0030,8238.0,F,6848.0,M
233-155990-0023_6880-216547-0003,233.0,M,6880.0,M
4441-76263-0047_6531-61334-0122,4441.0,M,6531.0,F
911-128684-0072_8238-283452-0027,911.0,M,8238.0,F
6415-116629-0025_5688-41232-0059,6415.0,F,5688.0,F
5778-12761-0004_26-495-0051,5778.0,F,26.0,M
8088-284756-0013_839-130898-0038,8088.0,M,839.0,M
8419-286676-0021_4481-17499-0009,8419.0,M,4481.0,F
5678-43301-0010_1992-141719-0028,5678.0,M,1992.0,F
4830-25898-0031_5778-54535-0013,4830.0,M,5778.0,F
8770-295462-0013_7635-105661-0043,8770.0,M,7635.0,F
3235-28452-0000_150-126107-0037,3235.0,F,150.0,F
5652-39938-0004_2289-152254-0000,5652.0,F,2289.0,M
426-122819-0032_7780-274562-0006,426.0,F,7780.0,F
3436-172162-0003_412-126975-0034,3436.0,M,412.0,M
374-180299-0022_3436-172171-0064,374.0,M,3436.0,M
1081-125237-0101_4137-11701-0036,1081.0,M,4137.0,F
1334-135589-0103_4859-29340-0009,1334.0,M,4859.0,M
8051-119902-0026_4014-186176-0024,8051.0,F,4014.0,M
7190-90542-0032_298-126790-0041,7190.0,M,298.0,F
6437-66173-0014_125-121342-0037,6437.0,M,125.0,F
4088-158077-0043_1594-135914-0101,4088.0,F,1594.0,M
7402-90848-0039_412-126975-0021,7402.0,M,412.0,M
460-172357-0002_6454-107462-0005,460.0,M,6454.0,M
1867-154075-0015_5393-19218-0061,1867.0,M,5393.0,F
4297-13009-0028_8226-274371-0010,4297.0,F,8226.0,M
1502-122615-0023_8630-305213-0005,1502.0,F,8630.0,M
2952-408-0015_8425-246962-0010,2952.0,M,8425.0,M
4788-91208-0005_2910-131096-0056,4788.0,M,2910.0,F
4051-11217-0007_1898-145724-0033,4051.0,F,1898.0,F
2843-152918-0064_2092-145706-0059,2843.0,M,2092.0,F
7078-271888-0003_5688-41232-0056,7078.0,F,5688.0,F
460-172359-0054_7780-274562-0048,460.0,M,7780.0,F
7302-86815-0075_1970-26100-0019,7302.0,F,1970.0,F
2416-152137-0012_2092-145706-0078,2416.0,F,2092.0,F
4195-186236-0007_27-124992-0077,4195.0,F,27.0,M
2416-152139-0037_229-130880-0050,2416.0,F,229.0,M
8797-294123-0099_3607-135982-0032,8797.0,M,3607.0,M
3699-47246-0026_3982-178459-0054,3699.0,M,3982.0,F
8312-279790-0051_7505-258958-0026,8312.0,F,7505.0,M
200-126784-0018_87-121553-0024,200.0,F,87.0,F
3983-5371-0010_7078-271888-0063,3983.0,F,7078.0,F
7148-59157-0033_6181-216552-0049,7148.0,F,6181.0,M
4137-11701-0034_730-359-0038,4137.0,F,730.0,F
1235-135883-0013_226-122538-0015,1235.0,M,226.0,F
2989-138035-0035_8797-294123-0071,2989.0,F,8797.0,M
87-121553-0051_1624-142933-0023,87.0,F,1624.0,M
322-124147-0006_460-172359-0025,322.0,F,460.0,M
6064-56168-0006_5867-48852-0057,6064.0,F,5867.0,F
4640-19188-0036_3857-182315-0021,4640.0,F,3857.0,M
163-122947-0039_1088-134315-0012,163.0,M,1088.0,F
1363-139304-0021_307-127540-0033,1363.0,F,307.0,M
5022-29411-0008_481-123720-0025,5022.0,F,481.0,M
4788-91208-0029_2893-139322-0012,4788.0,M,2893.0,M
3947-13260-0036_8226-274369-0003,3947.0,F,8226.0,M
3664-178366-0013_248-130652-0024,3664.0,M,248.0,F
8629-261140-0041_5390-24512-0032,8629.0,M,5390.0,M
6415-111615-0038_2436-2481-0004,6415.0,F,2436.0,M
696-93314-0007_446-123502-0016,696.0,F,446.0,M
3982-178459-0010_7447-91186-0008,3982.0,F,7447.0,M
5393-19218-0052_3240-131232-0021,5393.0,F,3240.0,M
1867-154075-0039_211-122442-0071,1867.0,M,211.0,F
730-360-0010_1723-141149-0036,730.0,F,1723.0,M
1502-122619-0017_7447-91186-0040,1502.0,F,7447.0,M
7278-104730-0015_3879-174923-0035,7278.0,M,3879.0,F
1578-140049-0008_1246-124550-0024,1578.0,F,1246.0,F
8324-286683-0005_8108-274318-0013,8324.0,F,8108.0,M
5463-39174-0050_150-126107-0032,5463.0,M,150.0,F
6385-220959-0000_26-495-0013,6385.0,F,26.0,M
307-127535-0039_2391-145015-0105,307.0,M,2391.0,F
403-128339-0004_2836-5355-0046,403.0,F,2836.0,F
7402-90848-0032_3830-12531-0022,7402.0,M,3830.0,M
6880-216547-0103_27-123349-0057,6880.0,M,27.0,M
8465-246940-0014_6437-66172-0027,8465.0,F,6437.0,M
1898-145720-0005_911-130578-0015,1898.0,F,911.0,M
5678-43303-0005_5778-12761-0017,5678.0,M,5778.0,F
4195-186238-0012_3240-131231-0021,4195.0,F,3240.0,M
4195-186237-0026_8051-295385-0015,4195.0,F,8051.0,F
3723-171631-0031_2843-152918-0043,3723.0,M,2843.0,M
226-131533-0029_730-358-0044,226.0,F,730.0,F
2002-139469-0004_3168-173564-0011,2002.0,M,3168.0,M
89-219-0016_426-122819-0023,89.0,F,426.0,F
7402-90848-0040_3607-135982-0027,7402.0,M,3607.0,M
5652-19215-0043_40-121026-0036,5652.0,F,40.0,F
1578-6379-0002_7780-274562-0073,1578.0,F,7780.0,F
103-1240-0003_5463-39173-0010,103.0,F,5463.0,M
4051-11217-0025_8630-305213-0013,4051.0,F,8630.0,M
6209-34601-0016_7794-295955-0024,6209.0,M,7794.0,F
911-128684-0008_1455-134435-0019,911.0,M,1455.0,M
911-130578-0001_2518-154825-0034,911.0,M,2518.0,M
1235-135884-0017_1898-145715-0035,1235.0,M,1898.0,F
2092-145706-0083_8324-286681-0010,2092.0,F,8324.0,F
7078-271888-0013_6078-54007-0006,7078.0,F,6078.0,F
6529-62554-0008_1841-159771-0030,6529.0,M,1841.0,F
587-54108-0041_8123-275209-0007,587.0,F,8123.0,F
6385-220959-0013_441-130108-0002,6385.0,F,441.0,F
3235-28433-0039_2007-132570-0058,3235.0,F,2007.0,F
1723-141149-0010_3112-9554-0013,1723.0,M,3112.0,F
1963-142393-0021_831-130746-0060,1963.0,F,831.0,M
839-130898-0055_103-1240-0026,839.0,M,103.0,F
8324-286682-0042_3807-4955-0029,8324.0,F,3807.0,M
8095-274348-0003_446-123502-0029,8095.0,M,446.0,M
403-126855-0004_1502-122615-0010,403.0,F,1502.0,F
7226-86965-0004_4267-287369-0007,7226.0,M,4267.0,M
1334-135589-0066_3982-178459-0011,1334.0,M,3982.0,F
254-145458-0018_2691-156745-0041,254.0,M,2691.0,F
7302-86815-0017_5561-39621-0025,7302.0,F,5561.0,F
1926-147979-0030_1098-133695-0046,1926.0,F,1098.0,F
7794-295947-0004_6836-61804-0021,7794.0,F,6836.0,M
2843-152918-0065_4397-15668-0033,2843.0,M,4397.0,M
3112-9555-0058_2764-36617-0008,3112.0,F,2764.0,F
298-126791-0010_1970-10594-0035,298.0,F,1970.0,F
8838-298545-0008_5561-41616-0026,8838.0,M,5561.0,F
32-21634-0007_7859-102519-0013,32.0,F,7859.0,F
7264-92316-0036_211-122425-0075,7264.0,M,211.0,F
6000-55211-0053_4018-103416-0009,6000.0,F,4018.0,M
8063-274115-0006_446-123501-0007,8063.0,M,446.0,M
8465-246942-0002_7078-271888-0050,8465.0,F,7078.0,F
669-129074-0014_460-172357-0000,669.0,F,460.0,M
328-129766-0050_3607-29116-0038,328.0,F,3607.0,M
7148-59157-0009_3242-67168-0037,7148.0,F,3242.0,M
8797-294123-0088_4160-14187-0017,8797.0,M,4160.0,F
4160-11549-0027_87-121553-0065,4160.0,F,87.0,F
5163-18515-0000_7278-91083-0030,5163.0,F,7278.0,M
2952-408-0027_5789-57158-0006,2952.0,M,5789.0,F
5456-62014-0008_2196-174172-0026,5456.0,M,2196.0,F
1069-133709-0010_307-127535-0041,1069.0,F,307.0,M
4853-27671-0016_3259-158083-0069,4853.0,F,3259.0,F
5463-39174-0003_125-121342-0010,5463.0,M,125.0,F
7447-91186-0035_6531-61334-0086,7447.0,M,6531.0,F
2691-156755-0000_8238-283452-0009,2691.0,F,8238.0,F
4214-7146-0056_233-134440-0057,4214.0,F,233.0,M
4788-91208-0017_6454-120342-0028,4788.0,M,6454.0,M
7113-86041-0065_8108-280354-0016,7113.0,F,8108.0,M
118-124588-0008_8063-274112-0001,118.0,M,8063.0,M
8580-287363-0034_441-128982-0002,8580.0,M,441.0,F
8063-274112-0006_3947-13262-0000,8063.0,M,3947.0,F
909-131045-0034_2691-156755-0002,909.0,M,2691.0,F
1970-26100-0005_3664-178355-0021,1970.0,F,3664.0,M
446-123501-0050_2092-145706-0000,446.0,M,2092.0,F
5322-7678-0001_4853-27671-0004,5322.0,M,4853.0,F
233-155990-0012_3436-172162-0033,233.0,M,3436.0,M
1355-39947-0008_8051-118101-0007,1355.0,M,8051.0,F
2416-152139-0022_6078-54007-0012,2416.0,F,6078.0,F
6181-216552-0036_1723-141149-0001,6181.0,M,1723.0,M
6925-80680-0073_211-122425-0068,6925.0,M,211.0,F
5688-41232-0043_1263-139804-0003,5688.0,F,1263.0,F
4441-76263-0044_1116-137572-0011,4441.0,M,1116.0,F
5789-57158-0003_7780-274562-0010,5789.0,F,7780.0,F
1737-148989-0017_730-358-0030,1737.0,F,730.0,F
229-130880-0069_250-142276-0009,229.0,M,250.0,F
2289-152258-0004_831-130746-0017,2289.0,M,831.0,M
1867-154075-0042_8095-274346-0008,1867.0,M,8095.0,M
2289-152258-0035_1246-135815-0023,2289.0,M,1246.0,F
4051-10927-0013_1898-145715-0012,4051.0,F,1898.0,F
3242-67168-0021_3374-298032-0027,3242.0,M,3374.0,M
8014-112602-0021_2182-181183-0030,8014.0,F,2182.0,F
198-209-0024_150-126107-0017,198.0,F,150.0,F
911-128684-0022_3168-173565-0013,911.0,M,3168.0,M
6476-96661-0014_8468-286673-0040,6476.0,F,8468.0,F
19-227-0065_298-126790-0017,19.0,F,298.0,F
